"p_id","a_id","von","bis"
"28","2","2003-10-06","2013-10-07"
"28","50","1986-10-22","1990-10-14"
"28","50","2003-10-06","2003-10-06"
"28","110","1990-10-24","1994-10-14"
"28","118","1986-10-22","1990-10-23"
"28","126","2013-10-07","2013-10-07"
"28","134","1990-10-24","1996-05-10"
"28","134","2008-10-20","2010-08-18"
"28","180","1998-09-28","1998-09-28"
"28","212","2013-05-14","2013-10-07"
"28","256","1990-10-24","1997-09-14"
"28","260","2010-08-25","2013-10-07"
"28","297","2013-10-07","2013-10-07"
"28","309","2008-10-20","2008-10-20"
"28","332","1998-09-28","1998-09-28"
"28","390","2003-10-06","2013-10-07"
"28","398","1994-10-15","1999-12-18"
"28","402","2008-10-20","2008-10-20"
"28","409","1986-10-22","1987-06-25"
"28","529","2003-10-06","2003-10-06"
"28","530","1986-10-22","1997-07-31"
"28","542","1990-10-24","2003-10-05"
"28","547","1986-10-22","1990-10-23"
"28","610","1990-10-24","2003-10-05"
"28","641","1994-10-15","1998-09-27"
"28","646","2013-10-07","2013-10-07"
"28","679","1990-10-23","1998-09-27"
"28","686","1986-10-22","1998-09-25"
"28","686","2003-10-06","2003-10-06"
"28","709","1986-10-22","1990-10-23"
"28","730","2013-10-07","2013-10-07"
"28","758","1994-10-15","2003-10-05"
"28","759","2003-10-06","2003-10-06"
"28","797","2013-10-07","2013-10-07"
"28","805","1986-10-22","1994-10-14"
"28","805","1998-09-28","2008-10-19"
"28","849","1986-10-22","1990-10-23"
"28","892","1990-10-24","1998-09-27"
"28","906","1986-10-22","1990-10-23"
"28","916","1986-10-22","1990-10-23"
"28","927","1996-05-13","2013-10-07"
"28","936","2003-10-06","2009-04-02"
"28","951","1994-10-15","2003-10-05"
"28","955","1998-09-28","2013-10-07"
"28","957","1986-10-22","1994-10-14"
"28","1007","1994-10-15","2003-10-05"
"28","1007","2008-10-20","2013-10-07"
"28","1012","1986-10-22","1994-10-14"
"28","1023","2013-10-07","2013-10-07"
"28","1067","2013-10-07","2013-10-07"
"28","1089","1997-08-01","2013-05-03"
"28","1091","1998-09-28","2013-10-07"
"28","1095","2009-04-03","2009-04-03"
"28","1106","2013-10-07","2013-10-07"
"28","1142","1994-10-15","1998-09-27"
"28","1148","2013-10-07","2013-10-07"
"28","1158","1998-09-28","2003-10-05"
"28","1158","2008-10-20","2013-10-07"
"28","1165","2003-10-06","2013-10-07"
"28","1228","1986-10-22","1990-10-23"
"28","1262","1987-07-02","1990-10-23"
"28","1286","1986-10-22","1990-10-23"
"29","1","1994-10-17","2008-10-19"
"29","4","1966-12-02","1970-12-02"
"29","7","1994-10-15","1998-09-27"
"29","7","2013-10-07","2013-10-07"
"29","11","1946-12-16","1949-11-30"
"29","12","1972-10-10","1974-11-11"
"29","13","1946-12-16","1950-11-26"
"29","14","1946-12-16","1948-12-12"
"29","15","1946-12-16","1966-12-01"
"29","17","1958-12-04","1969-07-29"
"29","19","1970-12-03","1994-10-14"
"29","20","1986-01-03","1986-10-21"
"29","22","2003-10-06","2008-04-30"
"29","23","2008-10-20","2008-10-20"
"29","24","1946-12-16","1962-12-06"
"29","25","1970-12-03","1982-10-19"
"29","27","1950-11-27","1966-12-01"
"29","28","1958-12-04","1966-12-01"
"29","33","1962-12-07","1974-11-11"
"29","35","2013-10-07","2013-10-07"
"29","37","1974-11-12","1994-10-14"
"29","38","1970-09-16","1970-12-02"
"29","41","1978-10-30","1990-10-23"
"29","42","1946-12-16","1954-12-12"
"29","44","1946-12-16","1948-01-26"
"29","45","2013-10-07","2013-10-07"
"29","47","1950-11-27","1954-12-12"
"29","49","2008-10-20","2008-10-20"
"29","53","1996-05-02","1998-09-27"
"29","55","1970-12-03","2003-10-05"
"29","57","1974-11-07","2013-10-07"
"29","61","2013-10-07","2013-10-07"
"29","64","1946-12-16","1950-11-26"
"29","65","1946-12-16","1950-11-26"
"29","65","1954-12-13","1958-02-09"
"29","66","1970-12-03","1994-10-14"
"29","67","1990-10-24","1990-10-24"
"29","72","1946-12-16","1950-11-26"
"29","72","1954-12-13","1958-02-04"
"29","73","1974-11-12","1990-10-23"
"29","74","2003-10-06","2013-10-07"
"29","78","1954-12-13","1970-12-02"
"29","82","1990-10-24","1996-04-30"
"29","84","2008-10-20","2008-10-20"
"29","85","1990-05-16","2003-10-05"
"29","87","1994-10-17","1994-10-17"
"29","92","1946-12-16","1950-11-26"
"29","94","2013-10-07","2013-10-07"
"29","96","1990-10-24","1994-10-14"
"29","97","1946-12-16","1950-11-26"
"29","97","1954-12-13","1966-12-01"
"29","99","1970-12-03","1974-12-27"
"29","100","1980-08-26","1994-10-14"
"29","101","1992-05-27","2013-10-07"
"29","102","2007-01-23","2007-01-23"
"29","104","1982-10-20","2003-10-05"
"29","105","1950-01-01","1950-11-26"
"29","108","1994-10-19","1994-10-19"
"29","111","2013-10-07","2013-10-07"
"29","114","1962-12-07","1978-10-29"
"29","117","1970-12-03","1974-11-11"
"29","122","1974-11-12","2003-10-05"
"29","124","1974-11-12","1976-10-26"
"29","125","1946-12-16","1949-06-29"
"29","127","1946-12-16","1950-11-26"
"29","128","1990-10-23","2008-10-19"
"29","131","1982-10-20","1990-05-15"
"29","132","1966-12-02","1969-12-18"
"29","133","1970-12-03","1990-10-23"
"29","141","1966-12-02","1970-12-02"
"29","143","1958-12-04","1970-12-02"
"29","144","1946-12-16","1948-02-29"
"29","146","1990-10-23","2008-10-19"
"29","147","1950-11-27","1953-10-23"
"29","148","2008-10-20","2008-10-20"
"29","149","1962-12-07","1994-10-14"
"29","150","1966-12-02","1994-10-14"
"29","152","1946-12-16","1950-11-26"
"29","153","1974-11-12","1978-05-02"
"29","154","1970-12-03","1982-10-19"
"29","155","1986-10-22","2003-10-05"
"29","158","1974-11-12","1990-10-23"
"29","159","1994-10-17","2013-10-07"
"29","161","1990-10-23","2013-10-07"
"29","162","1974-11-12","1982-10-19"
"29","163","1946-12-16","1958-12-03"
"29","164","2012-04-03","2012-04-03"
"29","168","1970-12-03","1978-10-29"
"29","172","1974-11-12","1990-10-23"
"29","176","2003-10-06","2008-04-30"
"29","178","2013-10-07","2013-10-07"
"29","179","1970-12-03","1982-06-11"
"29","181","1950-11-27","1974-11-11"
"29","184","1998-09-28","1998-09-28"
"29","187","1990-10-23","2013-10-07"
"29","188","1946-12-16","1954-12-12"
"29","189","1982-10-20","1990-10-23"
"29","190","1946-12-16","1950-11-26"
"29","192","1946-12-16","1966-12-01"
"29","193","1958-12-04","1961-10-09"
"29","194","1954-12-13","1966-12-01"
"29","195","1946-12-16","1962-12-06"
"29","197","2013-10-07","2013-10-07"
"29","198","1954-07-29","1987-08-31"
"29","199","2003-10-06","2003-10-06"
"29","200","2007-11-12","2008-10-19"
"29","201","1950-11-27","1966-12-01"
"29","203","1946-12-16","1950-11-26"
"29","206","1986-10-22","1996-07-31"
"29","207","1958-12-04","1966-12-01"
"29","210","1949-07-05","1950-11-26"
"29","211","1990-10-24","2002-04-30"
"29","218","1996-04-01","2008-10-19"
"29","220","1946-12-16","1966-12-01"
"29","221","1978-10-28","2008-10-19"
"29","222","2013-10-07","2013-10-07"
"29","224","2011-05-17","2012-04-02"
"29","227","1978-10-30","1994-10-14"
"29","229","1946-12-16","1950-11-26"
"29","231","1998-09-28","2008-10-19"
"29","235","1966-12-02","1990-10-23"
"29","236","1970-12-03","1994-10-14"
"29","239","1977-06-03","1978-10-29"
"29","239","1979-01-17","1994-10-14"
"29","240","1994-10-17","2008-10-19"
"29","241","1954-12-13","1974-11-11"
"29","242","1954-12-13","1974-11-11"
"29","243","2002-11-04","2003-10-05"
"29","243","2008-05-01","2008-10-19"
"29","247","1984-07-19","1998-09-27"
"29","248","1990-10-23","2008-10-19"
"29","249","1946-12-16","1950-11-26"
"29","250","1950-11-27","1954-12-12"
"29","250","1958-12-04","1962-12-06"
"29","251","1962-12-07","1990-10-23"
"29","255","1978-07-12","1978-10-29"
"29","257","2013-10-07","2013-10-07"
"29","258","1975-01-08","1978-10-29"
"29","258","1983-05-24","1986-10-21"
"29","258","1989-06-26","1990-10-23"
"29","264","1970-12-03","1982-10-19"
"29","265","1950-11-27","1978-10-29"
"29","268","2011-12-15","2011-12-15"
"29","270","1982-10-20","2003-10-05"
"29","271","1998-09-28","2008-10-19"
"29","272","1974-11-12","1996-04-30"
"29","273","1966-12-02","1970-12-02"
"29","274","1950-11-27","1965-03-27"
"29","275","1982-10-20","1982-10-20"
"29","277","1946-12-16","1970-12-02"
"29","279","2008-05-05","2008-10-19"
"29","280","1974-11-12","1978-10-29"
"29","282","1965-10-21","1966-12-01"
"29","284","1962-12-07","1970-12-02"
"29","286","1966-12-02","1969-12-03"
"29","290","2008-10-20","2008-10-20"
"29","291","1954-12-13","1962-12-06"
"29","293","1986-10-22","2008-10-19"
"29","294","1954-12-13","1970-12-02"
"29","295","1965-01-27","1966-12-01"
"29","301","1970-12-03","1986-10-21"
"29","303","1990-10-24","2002-10-31"
"29","304","1966-07-06","1966-12-01"
"29","304","1969-12-10","1974-11-11"
"29","305","1952-11-30","1959-06-14"
"29","308","1946-12-16","1950-11-26"
"29","311","1950-11-27","1953-10-27"
"29","312","1981-11-17","1986-10-21"
"29","316","1970-12-03","1986-10-21"
"29","318","2013-10-07","2013-10-07"
"29","320","1966-12-02","1982-10-19"
"29","323","2013-10-07","2013-10-07"
"29","326","1970-11-23","2008-10-19"
"29","327","1970-12-03","1998-09-27"
"29","328","2003-10-06","2013-10-07"
"29","330","1954-12-13","1978-10-29"
"29","331","1974-11-07","1974-11-07"
"29","334","1978-07-12","1978-10-29"
"29","335","1987-11-11","1990-10-23"
"29","335","1991-12-05","1998-09-27"
"29","336","1990-10-23","2002-04-30"
"29","339","2003-10-06","2013-10-07"
"29","340","1974-10-03","1974-11-11"
"29","341","1978-10-30","1986-10-21"
"29","342","1950-11-27","1962-12-06"
"29","343","1958-12-04","1965-09-08"
"29","344","1946-12-16","1952-10-23"
"29","346","1978-10-30","1998-09-27"
"29","349","1970-12-03","1994-10-14"
"29","351","1946-12-16","1950-11-26"
"29","352","1994-10-15","2002-06-19"
"29","355","1998-09-28","2008-10-19"
"29","359","1998-09-28","1998-09-28"
"29","361","1994-10-15","2002-10-31"
"29","362","1974-11-12","1983-10-31"
"29","363","1998-09-28","2013-10-07"
"29","364","1950-11-27","1953-02-22"
"29","365","2002-11-01","2008-10-19"
"29","371","1974-11-12","1994-10-14"
"29","373","1978-10-30","1983-05-15"
"29","374","1949-09-18","1950-11-26"
"29","381","2003-10-06","2003-10-06"
"29","382","1998-09-28","2008-10-19"
"29","385","1946-12-16","1949-10-07"
"29","387","1951-06-17","1969-09-04"
"29","388","2008-05-01","2008-10-19"
"29","393","1954-12-13","1978-10-29"
"29","394","1970-12-03","1972-12-07"
"29","397","1970-12-03","1984-07-01"
"29","404","1946-12-16","1950-11-26"
"29","406","1946-12-16","1950-09-28"
"29","407","1984-07-02","1994-05-02"
"29","408","1990-10-24","2003-10-05"
"29","408","2008-05-01","2008-10-19"
"29","409","1946-12-16","1949-10-13"
"29","412","1986-10-22","2003-10-05"
"29","413","1986-10-22","2003-10-05"
"29","414","2003-10-06","2003-10-06"
"29","418","1950-11-27","1954-12-12"
"29","419","1994-10-17","1994-10-17"
"29","420","1974-11-12","1990-10-23"
"29","424","1954-12-13","1974-11-11"
"29","425","1946-12-16","1950-11-26"
"29","426","1950-02-09","1966-12-01"
"29","427","1954-12-13","1974-11-11"
"29","428","1962-12-07","1970-12-02"
"29","430","1954-12-13","1970-12-02"
"29","432","2003-10-06","2003-10-06"
"29","433","2008-10-20","2008-10-20"
"29","434","1954-12-13","1958-12-03"
"29","435","1994-10-17","1994-10-17"
"29","440","1950-11-27","1966-12-01"
"29","442","1953-10-27","1990-10-23"
"29","443","1974-11-12","1978-10-29"
"29","450","1962-12-07","1990-10-23"
"29","451","2003-10-06","2003-10-06"
"29","453","1946-12-16","1950-11-26"
"29","459","1950-11-27","1966-12-01"
"29","460","1970-12-03","1984-07-18"
"29","462","2013-10-07","2013-10-07"
"29","463","1982-10-20","2003-10-05"
"29","465","1970-09-16","1970-12-02"
"29","466","1990-10-23","2008-10-19"
"29","467","2013-10-07","2013-10-07"
"29","469","2008-05-01","2008-10-19"
"29","470","2013-10-07","2013-10-07"
"29","471","1946-12-16","1950-02-08"
"29","473","1978-10-28","1978-10-28"
"29","475","1970-12-03","1994-10-14"
"29","476","1958-12-04","1977-05-26"
"29","477","2003-10-06","2003-10-06"
"29","478","2013-10-07","2013-10-07"
"29","479","1946-12-16","1970-12-02"
"29","480","2013-10-07","2013-10-07"
"29","482","1978-10-30","1986-10-21"
"29","483","2003-10-06","2003-10-06"
"29","484","1946-12-16","1970-12-02"
"29","485","1970-12-03","1986-10-21"
"29","486","1946-12-16","1950-11-26"
"29","490","1974-11-12","1986-10-21"
"29","492","1954-12-13","1958-03-25"
"29","493","1953-11-24","1958-12-03"
"29","497","1980-12-03","2003-06-05"
"29","498","1969-09-09","1976-12-21"
"29","501","2003-10-06","2003-10-06"
"29","503","1974-11-12","1978-01-22"
"29","504","1977-01-25","1998-09-27"
"29","505","2003-10-06","2003-10-06"
"29","511","1958-12-04","1990-10-23"
"29","513","1986-10-22","2003-10-05"
"29","517","1950-11-27","1970-12-02"
"29","518","2008-10-20","2008-10-20"
"29","519","1951-09-23","1963-02-14"
"29","520","1972-08-17","1974-11-11"
"29","522","1946-12-16","1954-12-12"
"29","523","1986-10-22","1994-10-14"
"29","526","1978-10-30","1986-10-21"
"29","531","2013-10-07","2013-10-07"
"29","532","1966-12-02","1982-10-19"
"29","534","1950-11-27","1958-12-03"
"29","535","1958-12-04","1959-01-01"
"29","537","1986-10-22","2008-10-19"
"29","539","1974-11-12","1978-10-29"
"29","541","1984-07-18","1986-07-26"
"29","543","1978-10-30","2003-10-05"
"29","544","1950-11-27","1954-09-12"
"29","545","2003-10-06","2008-10-19"
"29","548","1970-12-03","1984-07-17"
"29","550","1962-12-07","1970-12-02"
"29","552","1990-05-16","2013-10-07"
"29","553","1966-12-02","1978-05-30"
"29","553","1986-10-22","1994-10-14"
"29","554","2013-10-07","2013-10-07"
"29","560","1986-10-22","2003-10-05"
"29","564","1970-12-03","1984-09-16"
"29","565","1957-09-30","1970-12-02"
"29","566","1987-12-17","2002-04-30"
"29","568","1970-12-03","1986-10-21"
"29","571","1982-10-20","2013-10-07"
"29","573","1978-10-30","1980-08-05"
"29","576","1988-10-10","1990-10-23"
"29","578","1974-11-12","1994-10-14"
"29","582","1946-12-16","1962-12-06"
"29","584","1962-12-07","1970-09-09"
"29","585","1948-12-10","1958-12-03"
"29","586","1994-10-19","2008-04-30"
"29","587","2013-10-07","2013-10-07"
"29","588","1946-12-16","1950-11-26"
"29","589","1994-10-17","1994-10-17"
"29","590","1958-12-04","1963-04-03"
"29","592","1970-12-03","1986-10-21"
"29","593","1946-12-16","1950-11-26"
"29","596","1949-11-30","1950-11-26"
"29","597","1970-12-03","1978-10-10"
"29","598","1990-10-23","1990-10-23"
"29","602","1988-01-01","2003-10-05"
"29","605","1990-10-23","2008-10-19"
"29","606","1946-12-16","1958-12-03"
"29","608","2002-05-01","2008-10-19"
"29","613","1998-09-28","1998-09-28"
"29","617","1946-12-16","1950-11-26"
"29","618","1963-04-08","1966-12-01"
"29","619","2013-10-07","2013-10-07"
"29","620","1946-12-16","1953-06-01"
"29","621","1946-12-16","1949-11-16"
"29","623","1946-12-16","1948-11-28"
"29","624","1970-12-03","1998-09-27"
"29","629","1953-11-24","1954-12-12"
"29","630","1946-12-16","1950-11-26"
"29","631","1960-07-01","1978-10-29"
"29","634","1974-11-12","1990-10-23"
"29","635","1962-12-07","1986-10-21"
"29","636","1970-12-03","1990-10-23"
"29","639","2013-10-07","2013-10-07"
"29","640","1970-12-03","2003-10-05"
"29","642","1946-12-16","1950-11-26"
"29","643","1966-12-02","1978-10-29"
"29","644","1957-10-15","1966-12-01"
"29","648","1950-11-27","1954-12-12"
"29","649","1958-02-10","1964-08-16"
"29","650","1990-10-24","1994-10-14"
"29","651","1974-11-12","1992-05-22"
"29","657","1954-12-13","1958-12-03"
"29","658","1954-09-08","1970-12-02"
"29","661","1994-10-15","2003-10-05"
"29","664","1978-03-15","1986-10-21"
"29","666","2008-10-20","2008-10-20"
"29","669","1982-10-20","2003-10-05"
"29","672","1966-12-02","1974-11-11"
"29","675","1970-12-03","1994-10-14"
"29","676","1949-12-30","1958-12-03"
"29","677","2008-10-20","2008-10-20"
"29","678","1978-06-01","1978-10-29"
"29","683","1946-12-16","1970-12-02"
"29","685","1946-12-16","1950-11-26"
"29","687","1954-12-13","1958-12-03"
"29","689","1948-12-21","1950-11-26"
"29","690","1978-10-30","1998-09-27"
"29","691","1978-10-30","1987-12-31"
"29","694","1986-10-22","1987-12-14"
"29","695","1998-09-28","2013-10-07"
"29","696","1978-10-30","1998-09-27"
"29","698","1970-12-03","1998-09-27"
"29","699","1946-12-16","1950-11-26"
"29","700","1978-10-30","1990-10-23"
"29","703","1954-12-13","1958-12-03"
"29","703","1961-10-10","1962-12-06"
"29","705","1946-12-16","1958-12-03"
"29","706","1998-09-28","2011-12-14"
"29","708","1949-10-07","1950-11-26"
"29","711","1953-11-24","1967-06-17"
"29","712","2008-10-20","2008-10-20"
"29","713","1958-12-04","1977-05-26"
"29","714","1974-11-12","2003-10-05"
"29","715","1958-02-13","1974-11-11"
"29","717","1966-12-02","1974-11-11"
"29","718","1966-11-26","1998-09-27"
"29","720","1990-10-23","2008-04-30"
"29","722","1978-10-30","1982-10-19"
"29","722","1983-11-01","1985-12-31"
"29","723","1966-12-02","1990-10-23"
"29","725","1946-12-16","1956-04-18"
"29","726","1974-11-12","1998-09-27"
"29","728","1986-10-22","2013-10-07"
"29","729","1994-10-15","2002-04-30"
"29","731","1978-10-30","1990-10-23"
"29","731","1994-05-09","1994-10-14"
"29","735","1974-11-12","1986-10-21"
"29","736","1990-05-16","1990-10-23"
"29","741","2000-05-01","2013-10-07"
"29","742","1970-12-03","1994-10-14"
"29","744","1966-12-02","1970-12-02"
"29","746","2013-10-07","2013-10-07"
"29","748","1990-10-23","2008-10-19"
"29","750","1946-12-16","1962-12-06"
"29","755","1965-09-13","1974-11-11"
"29","756","1970-12-03","2003-10-05"
"29","761","1994-10-17","2013-10-07"
"29","762","1946-12-16","1962-12-06"
"29","766","1982-10-20","1990-05-15"
"29","769","1954-12-13","1958-12-03"
"29","770","1970-12-03","1986-10-21"
"29","772","1946-12-16","1950-11-26"
"29","773","1990-10-23","2008-10-19"
"29","774","2003-10-06","2003-10-06"
"29","775","1958-12-04","1970-12-02"
"29","776","1954-12-13","1966-12-01"
"29","777","1970-12-03","1994-10-14"
"29","779","1946-12-16","1950-11-26"
"29","781","1950-08-17","1950-11-26"
"29","782","2013-10-07","2013-10-07"
"29","783","1954-12-13","1966-12-01"
"29","784","1978-10-30","1998-09-27"
"29","785","1998-09-28","2013-10-07"
"29","786","1946-12-16","1950-11-26"
"29","787","1958-06-26","1958-12-03"
"29","787","1959-01-02","1994-10-14"
"29","788","1962-12-07","1970-12-02"
"29","790","1998-09-28","2008-10-19"
"29","794","1958-12-04","1962-12-06"
"29","794","1965-10-14","1966-12-01"
"29","796","1946-12-16","1958-12-03"
"29","800","1978-10-30","1986-10-21"
"29","801","2002-05-01","2013-10-07"
"29","803","1946-12-16","1950-11-26"
"29","810","1996-08-01","2008-10-19"
"29","816","1946-12-16","1950-11-26"
"29","817","1982-06-16","1982-10-19"
"29","818","2008-05-05","2008-10-19"
"29","819","1958-12-04","1968-05-09"
"29","821","2003-06-12","2003-10-05"
"29","822","1946-12-16","1961-08-18"
"29","824","1998-09-28","2003-10-05"
"29","826","1958-12-04","1984-11-01"
"29","828","1958-12-04","1966-12-01"
"29","829","2004-08-01","2008-10-19"
"29","832","1982-10-20","1990-10-23"
"29","833","2002-05-01","2008-10-19"
"29","834","1982-10-20","1994-10-14"
"29","835","1965-04-01","1978-07-23"
"29","836","1966-12-02","1978-10-29"
"29","839","1946-12-16","1950-11-26"
"29","840","1974-11-12","1978-10-29"
"29","842","1946-12-16","1954-12-12"
"29","843","1946-12-16","1949-09-01"
"29","845","1982-10-20","1994-10-14"
"29","846","1966-12-02","1981-11-06"
"29","847","1946-12-16","1950-11-26"
"29","848","1994-10-17","1994-10-17"
"29","853","1958-12-04","1974-09-24"
"29","855","1948-03-08","1954-12-12"
"29","860","2013-10-07","2013-10-07"
"29","861","2008-10-20","2013-10-07"
"29","862","1958-12-04","1965-10-21"
"29","863","2003-10-06","2008-10-19"
"29","864","1953-10-28","1965-01-22"
"29","865","1990-10-23","2008-10-19"
"29","866","1958-12-04","1974-11-11"
"29","868","1962-12-07","1970-12-02"
"29","869","1953-11-24","1970-12-02"
"29","871","1974-11-12","2003-10-05"
"29","872","1978-08-04","1978-10-29"
"29","873","2013-10-07","2013-10-07"
"29","875","1954-12-13","1962-12-06"
"29","875","1964-08-24","1966-12-01"
"29","878","1994-10-15","2002-04-30"
"29","880","2008-10-20","2008-10-20"
"29","881","1954-12-13","1968-10-20"
"29","883","1962-12-07","1966-12-01"
"29","885","2003-10-06","2013-10-07"
"29","886","1978-10-30","1990-10-23"
"29","887","1959-06-18","1962-06-13"
"29","891","2008-10-20","2008-10-20"
"29","893","1990-10-24","2003-10-05"
"29","895","1946-12-16","1950-11-26"
"29","897","2013-10-07","2013-10-07"
"29","900","1970-12-03","2003-10-05"
"29","902","1946-12-16","1950-11-26"
"29","908","1954-12-13","1960-06-23"
"29","909","1974-11-12","1977-04-26"
"29","910","1984-11-02","1994-10-14"
"29","911","1970-12-03","1994-10-14"
"29","913","1970-12-03","1990-10-23"
"29","920","1990-10-23","1990-10-23"
"29","922","1962-12-07","1970-12-02"
"29","924","1994-10-17","2008-04-30"
"29","925","1996-05-01","1996-05-01"
"29","929","1958-12-04","1974-11-11"
"29","933","1958-12-04","1978-10-29"
"29","935","2003-10-06","2003-10-06"
"29","937","1954-12-13","1978-10-29"
"29","938","1990-10-23","2013-10-07"
"29","939","1958-12-04","1962-12-06"
"29","940","2003-10-06","2008-04-30"
"29","942","1961-08-16","1982-10-19"
"29","943","1946-12-16","1950-03-30"
"29","945","1953-11-24","1954-12-12"
"29","946","1990-10-23","1990-10-23"
"29","949","1958-12-04","1962-12-06"
"29","950","1958-12-04","1970-12-02"
"29","952","1946-12-16","1949-11-08"
"29","954","2006-01-01","2008-10-19"
"29","954","2013-10-07","2013-10-07"
"29","956","1950-11-27","1974-11-11"
"29","958","1946-12-16","1950-11-26"
"29","962","1970-12-03","1974-04-30"
"29","968","1978-06-07","1978-10-29"
"29","969","1962-12-07","1974-11-11"
"29","975","1946-12-16","1957-09-27"
"29","976","1978-10-30","2003-10-05"
"29","977","1946-12-16","1950-11-26"
"29","978","1994-10-17","2008-10-19"
"29","979","1990-10-23","2013-10-07"
"29","980","1946-12-16","1954-12-12"
"29","981","1998-09-28","2013-10-07"
"29","982","1970-12-03","1978-03-14"
"29","983","1978-11-30","1987-11-10"
"29","984","1950-11-27","1974-11-11"
"29","991","1966-12-02","1970-12-02"
"29","994","2003-10-06","2007-11-07"
"29","996","1994-10-15","2000-04-30"
"29","999","1994-10-18","2011-05-11"
"29","1002","1974-05-06","1990-10-23"
"29","1004","1966-12-02","1972-07-31"
"29","1005","1966-12-02","1978-07-12"
"29","1008","2003-10-06","2003-10-06"
"29","1009","2013-10-07","2013-10-07"
"29","1010","1966-12-02","1994-10-14"
"29","1011","1946-12-16","1950-11-26"
"29","1013","2003-10-06","2007-01-17"
"29","1015","1994-10-15","2003-10-05"
"29","1016","1966-08-22","1970-12-02"
"29","1018","2008-10-20","2008-10-20"
"29","1019","1950-11-27","1954-12-12"
"29","1019","1958-12-04","1966-12-01"
"29","1024","1950-11-27","1970-12-02"
"29","1027","2013-10-07","2013-10-07"
"29","1029","1946-12-16","1950-11-26"
"29","1030","2013-10-07","2013-10-07"
"29","1031","1990-10-24","2003-10-05"
"29","1032","1957-10-16","1958-11-23"
"29","1033","1982-10-20","2003-10-05"
"29","1035","2003-10-06","2013-10-07"
"29","1036","1946-12-16","1948-09-18"
"29","1037","1946-12-16","1950-11-26"
"29","1038","1946-12-16","1950-11-26"
"29","1038","1958-12-04","1962-12-06"
"29","1040","1954-12-13","1978-10-29"
"29","1041","1972-12-07","1974-11-11"
"29","1041","1978-05-05","1978-10-29"
"29","1043","2008-10-20","2008-10-20"
"29","1045","1974-11-12","1990-10-23"
"29","1046","1970-12-03","1989-06-22"
"29","1047","1953-11-24","1954-12-12"
"29","1048","1949-03-21","1950-11-26"
"29","1055","2013-10-07","2013-10-07"
"29","1056","1978-10-30","1994-10-14"
"29","1059","1946-12-16","1961-08-05"
"29","1060","2008-10-20","2008-10-20"
"29","1061","1958-12-04","1986-10-21"
"29","1064","1970-12-03","1994-10-14"
"29","1066","2003-10-06","2003-10-06"
"29","1068","1998-09-28","1998-09-28"
"29","1075","1986-10-22","2013-10-07"
"29","1077","1952-12-15","1970-12-02"
"29","1084","1994-10-17","1994-10-17"
"29","1086","1966-12-02","1978-10-29"
"29","1087","1978-01-27","1978-10-29"
"29","1088","1974-11-07","2008-10-19"
"29","1092","1998-09-28","2008-10-19"
"29","1094","1976-10-26","1976-10-26"
"29","1097","1950-11-27","1951-05-10"
"29","1099","1958-12-04","1974-11-11"
"29","1101","1950-11-27","1954-09-12"
"29","1102","1946-12-16","1949-03-12"
"29","1105","1968-05-14","1994-10-14"
"29","1107","1962-12-07","1970-12-02"
"29","1108","2008-10-20","2008-10-20"
"29","1109","1998-09-28","2002-04-30"
"29","1112","1950-11-27","1954-12-12"
"29","1114","1994-10-17","2013-10-07"
"29","1116","2003-10-06","2003-10-06"
"29","1118","1946-12-16","1950-11-26"
"29","1120","1990-10-23","2008-10-19"
"29","1121","1974-11-07","2008-10-19"
"29","1125","1946-12-16","1947-04-03"
"29","1125","1949-03-23","1950-11-26"
"29","1126","2013-10-07","2013-10-07"
"29","1127","1961-11-06","1966-06-27"
"29","1128","1978-10-30","1988-10-03"
"29","1129","1982-10-20","2013-10-07"
"29","1131","1962-12-07","1994-10-14"
"29","1132","1950-11-27","1966-12-01"
"29","1133","1946-12-16","1950-11-26"
"29","1140","2003-10-06","2008-10-19"
"29","1140","2011-12-05","2011-12-05"
"29","1141","1958-12-04","1974-11-11"
"29","1146","2003-10-06","2003-10-06"
"29","1147","1946-12-16","1950-11-26"
"29","1149","1948-03-12","1950-11-26"
"29","1150","1958-12-04","1966-12-01"
"29","1150","1969-07-31","1970-12-02"
"29","1152","1994-10-17","1994-10-17"
"29","1153","1946-12-16","1949-12-31"
"29","1154","1970-12-03","1991-11-29"
"29","1156","2008-10-20","2008-10-20"
"29","1157","1970-12-03","1986-10-21"
"29","1159","1946-12-16","1950-11-26"
"29","1161","1950-11-27","1958-12-03"
"29","1164","1994-10-17","2008-10-19"
"29","1166","2013-10-07","2013-10-07"
"29","1168","1986-10-22","2008-10-19"
"29","1169","2013-10-07","2013-10-07"
"29","1170","1946-12-16","1950-11-26"
"29","1171","1946-12-16","1950-11-26"
"29","1175","1994-10-18","1994-10-18"
"29","1176","1986-10-22","1990-05-15"
"29","1179","1946-12-16","1950-11-26"
"29","1180","1954-12-13","1970-12-02"
"29","1181","1998-09-28","2008-10-19"
"29","1182","1954-12-13","1966-12-01"
"29","1183","2013-10-07","2013-10-07"
"29","1185","1974-11-12","1988-04-28"
"29","1191","1970-12-03","1998-09-27"
"29","1192","1958-12-04","1994-10-14"
"29","1193","1958-12-04","1972-10-10"
"29","1194","1966-12-02","1974-11-11"
"29","1196","1970-12-03","1978-07-12"
"29","1197","1962-12-07","1974-11-11"
"29","1203","1986-10-22","1998-09-27"
