"id","Name","Vorname","Titel","Beruf","geb_am","geb_in","ges_am","ges_in","f_id","k_id"
"468","Hollwich","Werner","","Geschäftsführer","1929-04-29","Schweinfurt","2013-12-30","Schweinfurt","3","3"
"469","Holmeier","Karl","","Bankkaufmann","null","","null","","9","1"
"496","Hölzl","Hans","","Amtsrat, Bürgermeister a.D.","1924-11-13","Bruck i.d.Opf.","2005-08-23","Bruck i.d.Opf.","9","3"
"497","Hölzl","Manfred","","Polizeirat a. D.","1941-09-27","Weiden","2003-06-05","","8","5"
"498","Höpfinger","Stefan","","Diözesansekretär","1925-09-06","Kraiburg/Inn","2004-02-16","Augsburg","8","4"
"470","Hopp","Gerhard","Dr.","Politikwissenschaftler","1981-02-13","Cham","null","","7","1"
"471","Horlacher","Michael","Dr.","Staatskommissar; Landtagspräsident","1888-01-18","Pottenstein","1957-10-12","Bad Tölz","3","4"
"472","Hornig-Sutter","Monika","Dr.","Kunsthistorikerin","1943-01-16","","null","","9","3"
"499","Hößl","Max","","Zimmerer- und Baupolier","1928-07-21","Grafenwöhr","2006-07-19","Grafenwöhr","2","null"
"473","Huber","Erwin","","Staatsminister a.D.","1946-07-26","Reisbach","null","","8","1"
"474","Huber","Franz Josef","Dr.","Oberregierungsrat u. Finanzamtsvorsteher.","1894-05-03","Hafenreuth (Kaisheim)","1955-05-09","Donauwörth","3","3"
"475","Huber","Herbert","Dr. jur.","Rechtsanwalt","1930-05-24","München","1997-11-08","Hebertshausen","8","3"
"476","Huber","Ludwig","Dr. Dr. h.c.","Staatsminsiter a.D.","1928-12-29","München","2003-06-14","München","8","1"
"477","Huber","Marcel","Dr.","Staatsminister","1958-01-10","Mühldorf","null","","9","1"
"478","Huber","Martin","Dr.","Politologe, Historiker","1977-11-16","Mühldorf","null","","6","1"
"479","Huber","Sebastian","","Landwirt und Bürgermeister","1903-04-04","Gmain (Dorfen)","1973-12-07","Mühldorf a.Inn","3","3"
"480","Huber","Thomas","","MBA Verwaltungsfachwirt, Dipl. Betriebsökonom (SGMI)","1972-07-17","Ebersberg","null","","14","1"
"500","Hübner","Lothar","","Sonderschullehrer","1955-10-26","Würzburg","null","","9","3"
"481","Hufe","Peter","","Fachoffizier, Hubschrauberpilot","1954-09-28","Wesel/Rhein","null","","8","2"
"482","Humbs","Manfred","","Lehrer","1926-03-26","Schwandorf","2000-10-16","Schwandorf","7","3"
"483","Huml","Melanie","","Ärztin, Staatsministerin","1975-09-09","Bamberg","null","","38","1"
"484","Hundhammer","Alois","Dr. Dr.","Landtagspräsident a.D.; Staatsminister a.D.; stv. Ministerpräsident a.D.","1900-02-25","Moos bei Forstinning/Obb.","1974-08-01","München","4","1"
"485","Hundhammer","Richard","Dr. jur.","Ltd.Regierungsdirektor a.D.","1927-05-22","München","2012-04-17","Grünwald","8","1"
"501","Hünnerkopf","Otto","Dr.","Dipl. Ing. Landespflege","1951-03-14","Wiesentheid","null","","8","1"
"502","Hürner","Peter","","Dipl.-Volkswirt","1940-05-29","Nürnberg","1991-02-27","Nürnberg","8","null"
"486","Huth","Friedrich","","Landwirt, Bürgermeister und Landrat","1892-11-19","Michelbach (Alzenau i.Ufr.)","1980-04-20","Michelbach (Alzenau i.Ufr.)","3","3"
"503","Hüttenhofer","Leonhard","","Studiendirektor","1924-07-10","Trugenhofen,Neuburg a.d.D.","1978-01-22","Ottmarshausen","10","4"
"504","Ihle","Franz","","Bauingenieur","1933-03-17","Illerberg, Kreis Neu-Ulm","null","","9","1"
"505","Imhof","Hermann","","Betriebswirt","1953-04-16","Nürnberg","null","","39","1"
"506","Irlinger","Eberhard","","Lehrer a.D.","1945-07-28","Regensburg","null","","9","2"
"507","Irlinger","Willy","","Angestellter","1915-04-22","Freilassing","1987-08-16","Freilassing","7","3"
"508","Jacobi","Peter","","Lehrer","1945-01-27","Coburg","null","","8","2"
"509","Jaeger","Hans-Jürgen","","Bundesbahndirektor a.D.","1931-01-23","Berlin","2013-09-18","Schliersee","9","3"
"510","Jaud","Ludwig","","Leitender Angestellter","1919-10-21","München","1998-04-02","Kempten","3","3"
"511","Jaumann","Anton","","Staatsminister a.D.","1927-12-05","Belzheim","1994-01-23","München","7","4"
"512","Jena","Manfred","","Dipl.-Rechtspfleger (FH)","1948-03-07","Thierstein","null","","5","null"
"513","Jetz","Stefan","","Dipl.-Rechtspfleger (FH)","1947-03-18","Altötting","null","","8","1"
"518","Jörg","Oliver","","Rechtsanwalt","1972-07-09","Aalen","null","","9","1"
"514","Jung","Claudia","","Sängerin, Autorin","1964-04-12","Ratingen","null","","7","null"
"515","Jung","Thomas","Dr.","Staatsanwalt a.D.","1961-05-05","Fürth","null","","8","2"
"516","Jungfer","Hedda","","Dipl.-Psychologin","1940-05-16","Berlin","null","","5","3"
"519","Jüngling","Max","Dr.","Rechtsanwalt,Landrat a.D.","1903-05-07","Lichtenfels","1963-02-14","Lichtenfels","3","3"
"517","Junker","Heinrich","","Staatsminister a.D., Präsident der Bay. Landesbodenkreditanstalt","1911-08-30","München","1993-04-06","Dachau","3","3"
"520","Kaffl","Renate","","Journalistin","1918-04-18","München","2003-02-03","München","5","1"
"521","Kahler","Otto","","Oberlehrer","1920-08-09","Marktredwitz","2008-03-30","Marktredwitz","9","5"
"522","Kaifer","Albert","","Bäcker, Landrat","1893-03-25","Hafenhofen (Haldenwang)","1962-01-23","Neusäß","3","4"
"523","Kaiser","Gebhard","","Dipl.Finanzwirt (FH)","1948-12-21","Wiggensbach","null","","9","1"
"524","Kaiser","Heinz","Dr.","Oberstudienrat a.D.","1941-09-27","St. Pölten","null","","9","1"
"525","Kaiser","Willi","","Geschäftsführer","1932-09-07","Helmbrechts","null","","8","3"
"526","Kalb","Bartholomäus (Barthl)","","Bartholomäus (Barthl) Industriekaufmann, Landwirt","1949-08-13","Heilberskofen/Ndb","null","","6","3"
"527","Kallenbach","Richard","","Präsident d.Bayer.Obersten Rechnungshofs a.D.","1889-01-05","Zweibrücken","1984-09-20","München","3","3"
"528","Kamm","Bertold","","Geschäftsführer, Dozent, I.Vizpräsident d.Bayer.Landtags","1926-05-10","Schorndorf","null","","3","3"
"529","Kamm","Christine","","Diplomökonomin","1952-11-01","Dachau","null","","9","3"
"530","Kamm","Raimund","","Dipl.-Ökonom","1952-03-08","Lichtendorf (Westfalen)","null","","9","2"
"531","Kaniber","Michaela","","","1977-09-14","Bad Reichenhall","null","","40","1"
"532","Kaps","Peter","","Steuerberater und Rechtsbeistand","1917-08-07","Rabenbrunn/Rottal","1997-01-29","Simbach/Inn","4","1"
"533","Karl","Annette","","Hausfrau","1960-01-13","Berlin","null","","4","1"
"534","Karl","Hans","","Landrat","1890-08-07","München","1973-01-12","Passau","3","3"
"535","Kastner","Josef","","Verwaltungsamtmann","1904-03-14","Marktredwitz","1959-01-01","Marktredwitz","3","3"
"536","Kaub","Reinhold","Dr. jur.","Regierungsdirektor i.R.","1929-05-14","Essen","2015-03-26","","9","null"
"537","Kaul","Henning","","Dipl.-Ing. (FH)","1940-02-01","Berlin","null","","26","2"
"538","Keeß","Hans","","Schriftleiter","1913-10-06","Deggendorf","1966-07-23","Ottobrunn","3","3"
"539","Keilholz","Erwin Georg","","Realschulkonrektor","1930-04-20","Bamberg","2001-05-19","Ebermannstadt","8","4"
"540","Keller","Wilfried","Dr. jur.","Jurist","1918-10-17","Prag","1991-11-26","Marktheidenfeld","9","3"
"541","Kellnberger","Norbert","","Glasermeister","1928-10-25","Wartenberg","1986-07-26","Wartenberg","9","3"
"542","Kellner","Emma","","Laborantin, Röntgenassistentin","1953-04-13","Bayerbach","null","","null","1"
"543","Kempfler","Herbert","Dr.","Rechtsanwalt, Professor an Fachhochschulen a. D.","1931-07-11","München","null","","8","1"
"544","Kerber","Ferdinand","","Landwirt","1909-08-05","Oberstaufen","1979-12-09","Oberstaufen","34","3"
"545","Kern","Anton","","Landwirtschaftsmeister","1951-04-27","Leustetten","null","","4","4"
"546","Kerner","Georg","","Angestellter, Bürgermeister","1905-06-17","Bamberg","1966-03-02","Bamberg","3","3"
"548","Keßler","Richard","Dr.","Geschäftsführer","1940-03-15","Augsburg","null","","3","3"
"547","Kestel","Paul","Dr.","Studiendirektor a.D.","1931-11-08","Amberg/Opf.","null","","10","3"
"549","Kick","Franz Wilhelm","","Studiendirektor a.D.","1925-12-28","Aidenbach/Krs. Vilshofen","2012-09-06","Schwabach","8","null"
"550","Kiefer","Josef","","Buchbindermeister","1905-04-07","München","1977-11-19","München","9","4"
"551","Kiene","Josef","","Gürtler, Landrat","1895-05-28","Bad Tölz","1981-01-30","Trostberg","3","3"
"552","Kiesel","Robert","","Landwirtschaftsmeister, selbst.","1951-09-11","Reiterswiesen, Kreis Bad Kissingen","null","","8","1"
"553","Kiesl","Erich","","Rechtsanwalt; Oberbürgermeister a.D.;Staatssekretär a.D.","1930-02-26","Pfarrkirchen/Ndb","2013-07-04","München","2","3"
"554","Kirchner","Sandro","","Diplom-Ingenieur (FH) Elektrotechnik","1975-07-31","Bad Kissingen","null","","8","1"
"555","Kirschner","Franz Xaver","Dr.","Wirtschaftsprüfer, Steuerberater","1953-08-19","Hirschbach","null","","4","3"
"556","Klammt","Karl","","Postinspektor","1912-02-04","Friedewalde, Oberschlesien","1987-10-16","Landshut","3","3"
"557","Klasen","Sepp","Dr. jur.","Rechtsanwalt","1935-03-02","Höchstberg","null","","3","3"
"558","Klein","Karsten","","Dipl. Kaufmann","1977-12-02","Aschaffenburg","null","","8","2"
"559","Klessinger","Josef","","Bäckermeister","1915-07-31","Zenting","null","","3","3"
"560","Klinger","Rudolf","","Staatssekretär a. D.","1937-04-10","Pleinfeld","null","","8","1"
"561","Klings","Jochen","Dr.","Dipl.-Volkswirt","1924-06-02","Ludwigstal/OS","null","","3","3"
"562","Klotz","Max","","Angestellter (gehobener technischer Dienst)","1918-09-03","Krün","2003-12-14","Garmisch-Partenkirchen","3","3"
"563","Kluge","Waldemar","","Flüchtlingsamtsleiter a.D.","1904-01-30","Kupferberg/OS","1978-12-19","Straubing","3","3"
"564","Kluger","Rudolf","","Dipl.-Finanzwirt (FH)","1935-09-15","Weidenau/Sudetenland","1984-09-16","Memmingen","4","1"
"565","Klughammer","Alois","","Geschäftsführer","1913-04-16","Augsburg","1973-07-26","Augsburg","3","3"
"566","Knauer","Christian","","Lehrer a. D.","1952-07-02","Aichach","null","","9","1"
"567","Knauer","Walter","","Heimleiter a. D.","1937-06-21","Thann, Landkreis Coburg","2013-07-27","Neustadt b. Coburg","null","null"
"568","Knipfer","Hermann","","Hauptlokomotivführer a.D.","1934-08-09","Augsburg","2006-06-07","Augsburg","9","3"
"569","Knoblauch","Günther","","Dipl. Verwaltungswirt (FH)","1948-07-08","Mühldorf a. Inn","null","","16","1"
"570","Knott","Georg","","Landrat","1914-08-25","Eggstätt","1994-12-22","Rimsting","3","3"
"571","Kobler","Konrad","","Fachoberlehrer a.D. an der Realschule","1943-02-28","Ruderting, Kreis Passau","null","","null","1"
"572","Koch","Albert","","Lehrer a.D.","1921-07-10","Neustadt b.Coburg","1995-07-20","Neustadt b.Coburg","9","2"
"609","Köglsperger","Karl","","Regierungsamtmann z.Wv.","1899-12-22","Breslau","1980-06-16","München","3","3"
"610","Köhler","Elisabeth","","Angestellte","1955-01-01","Altenstadt/Iller","null","","7","1"
"611","Köhler","Heinz","Dr.","Landrat a. D.","1942-05-12","Mitwitz","null","","8","5"
"612","Köhler","Wenzel","","Elektromonteur","1906-06-16","Petschau, Sudetenland","1987-12-16","Donauwörth","3","3"
"573","Kohlmann","Hans","","Regierungsdirektor","1934-07-11","Großbuchfeld","1980-08-05","Pfaffenhofen a.d.Ilm","8","3"
"574","Kohnen","Natascha","","Redakteurin","1967-10-27","München","null","","null","3"
"575","Kolarczyk","Reinhold","Dr.","Redakteur","1906-02-03","Nikolai, Oberschlesien","1964-12-15","Winhöring","3","3"
"576","Koller","Hans","","Landesgeschäftsführer","1938-04-16","Berchtesgaden","2010-06-04","München","8","1"
"577","Kolo","Hans","","Dipl.-Kaufmann","1937-04-30","Königshütte (Chorzow), Oberschlesien","null","","4","null"
"613","König","Alexander","","Steuerjurist","1961-04-17","Hof/Saale","null","","8","5"
"614","König","Carmen","","Rechtsanwältin","1948-09-25","München","null","","7","3"
"578","Kopka","Klaus","","Geschäftsführer a.D.","1939-09-28","Sagan/Schlesien","null","","8","2"
"579","Korff","Wilhelm","Dr.","Schriftsteller","1901-09-23","Worms","1975-12-03","Erlangen","3","3"
"615","Körner","Ernst","","Sattlermeister, Oberbürgermeister","1899-04-23","Würzburg","1952-08-16","Ansbach","3","3"
"616","Köster","Lothar","","Sozialarbeiter","1944-03-15","Langstedt/Schleswig Holstein","null","","3","5"
"580","Kotschenreuther","Egid","","Landwirt und Maurer","1902-10-20","Stadtsteinach","1968-08-13","Stadtsteinach","3","3"
"581","Kramer","Hans","","Amtsvorstand","1903-06-09","Augsburg","1980-02-06","Augsburg","3","3"
"598","Kränzle","Bernd","","Jurist, Rechtsanwalt, Staatssekretär a.D.","1942-09-29","Augsburg","null","","8","2"
"599","Kränzlein","Herbert","Dr.","Staatsanwalt, Richter","1950-05-14","München","null","","1","1"
"582","Kraus","Engelbert","","Lagerhausverwalter, Bürgermeister","1901-07-16","Holzhausen (Dittelbrunn)","1974-05-14","Rimpar","3","3"
"584","Krauß","Georg","","Bauingenieur","1915-08-23","Langenzenn","1973-06-01","Langenzenn","8","3"
"583","Kraus","Nikolaus","","Landwirtschaftsmeister","1965-08-21","Ismaning","null","","8","1"
"585","Krehle","Heinrich","","Staatsminister a.D.","1892-01-21","München","1969-10-16","München","3","4"
"586","Kreidl","Jakob","","Dipl.-Ing., Dipl. sc. pol. Univ.","1952-08-16","Dürnbach","null","","8","1"
"587","Kreitmair","Anton","","Landwirtschaftsmeister","1963-07-14","Altomünster","null","","9","4"
"588","Krempl","Josef","","Redakteur; Kaufmann","1886-03-01","Schwandorf","1971-03-11","Schwandorf","3","3"
"590","Kreußel","Alfons","","Oberstudienrat","1910-04-07","Nürnberg","1963-04-03","Burghaig b. Kulmbach","3","2"
"589","Kreuzer","Thomas","","Richter","1959-05-23","Kempten/Allgäu","null","","41","1"
"591","Kriegisch","Josef","Dr. jur.","Kaufmännischer Angestellter","1923-01-07","Neudorf, Sudetenland","1984-03-24","Waldkraiburg","3","3"
"592","Krinner","Ida","","Meisterin in der ländl. Hauswirtschaft","1926-11-09","Malchesing/Ndb.","2001-05-27","Geiselhöring","10","1"
"593","Kroll","Gerhard","Dr.","Landrat a.D.","1910-08-20","Breslau","1963-11-10","Staffelstein","3","3"
"594","Kronawitter","Georg","","Oberstudienrat a.D.; Altoberbürgermeister","1928-04-21","Oberthann/Pfaffenhofen","null","","8","1"
"595","Kronawitter","Hildegard","Dr.","Dipl.-Volkswirtin","1946-12-19","Sumpering/Kreis Grafenau-Freyung","null","","8","1"
"596","Kroth","Karl August","Dr.","Werbeleiter","null","k.A.","1980-01-11","k.A.","3","3"
"597","Krug","Franz","","Amtsgerichtsrat a.D.","1935-03-26","Amberg","null","","8","3"
"600","Krüger","Gertrud","","Schuhfacharbeiterin","1904-07-23","Magdeburg","1996-12-18","Nürnberg","3","3"
"601","Kubitza","Werner","","Ministerialrat a.D.","1919-02-05","Breslau","null","Lohr a.Main","2","2"
"617","Kübler","Konrad","","Redakteur; Landrat","1884-05-15","Simbach a.Inn","1974-10-30","Landau a.d.Isar","3","null"
"602","Kuchenbaur","Sebastian","","Landwirt","1936-10-23","Achsheim, Landkreis Augsburg","2008-04-10","Achsheim, Landkreis Augsburg","6","1"
"618","Kügel","Georg","","Kaufmann","1904-11-07","Hirschaid b. Bamberg","1979-07-05","Hirschaid b.Bamberg","7","3"
"603","Kuhbandner","Valentin","","Landrat a.D.","1921-02-14","Immenreuth","1980-09-16","Neusorg/Kemnath","8","1"
"619","Kühn","Harald","","Diplom Politologe","1963-10-09","Murnau","null","","43","1"
"604","Kunath","Hans","","Verwaltungsdirektor","1899-03-26","Versbach (Würzburg)","1979-04-16","k.A.","3","3"
"605","Kupka","Engelbert","","Rechtsanwalt","1939-01-21","Rosenberg/Oberschlesien","null","","1","1"
"606","Kurz","Andreas","","Krankenpfleger; Kaufmann","1894-05-29","Gufflham,Bezirksamt Altötting","1976-12-31","München","3","4"
"607","Kurz","Peter","","Studiendirektor a.D.","1943-04-19","Brünn","null","","8","3"
"608","Kustner","Franz","","Landwirt","1950-06-23","Ehenfeld","null","","42","1"
"620","Lacherbauer","Carl","Dr. jur.","Notar, Staatssekretär a.D.","1902-06-23","München","1967-03-30","Bad Tölz","3","3"
"621","Laforet","Wilhelm","Prof. Dr.","Geheimrat, Universitätsprofessor","1877-11-19","Edenkoben","1959-09-14","Würzburg","3","3"
"622","Lallinger","Ludwig","","Kriminalobermeister","1908-09-30","Reißing (Oberschneiding)","1992-02-23","München","3","3"
"677","Ländner","Manfred","","Diplom Verwaltungswirt (FH), Bürgermeister a.D.","1958-11-27","Würzburg","null","","8","1"
"623","Lang","Andreas","","Landwirt, Bürgermeister","1896-10-30","Burggen","1948-11-28","Burggen","3","3"
"624","Lang","August Richard","Dr. h.c.","Rechtsanwalt, Staatsminister a. D.","1929-02-26","Eslarn/Opf.","2004-09-29","Weiden/Opf.","8","1"
"625","Lang","Karl","","Techn.Inspektor","1920-09-09","Brenntenberg","null","","9","3"
"626","Lang","Raimund","","Architekt, Bürgermeister a.D.","1895-09-11","Oberammergau","1976-05-17","Oberammergau","3","3"
"627","Langebeck","Walter","","Gewerkschaftsangestellter","1910-06-09","Essen","1998-10-20","Schweinfurt","3","3"
"628","Langenberger","Rolf","","Dipl.Verwaltungswirt (FH)","1939-01-14","Nürnberg","null","","7","3"
"629","Lanzinger","Michael","","Landwirt","1901-01-21","Hagenhöfen (Wiesenfelden)","1971-05-26","Regensburg","3","3"
"630","Lau","Johannes","","Landrat","1877-03-22","Merzdorf","1960-07-10","Heberlings (Durach)","3","3"
"631","Lauerbach","Erwin","","Staatssekretär a.D.","1925-09-09","Niederwerrn","2000-02-21","Zell b.Schweinfurt","7","5"
"632","Laufer","Gerda","","Geschäftsführerin","1910-01-03","Würzburg","1999-11-24","Würzburg","3","3"
"633","Laumer","Josef","","Arbeitsamtsleiter; Bürgermeister","1887-02-18","Salching","1973-05-18","Straubing","3","4"
"634","Lautenschläger","Karl","Dr. jur.","Rechtsanwalt","1933-10-11","Aschaffenburg","2005-09-23","Aschaffenburg","4","1"
"635","Lechner","Ernst","","II.Vizepräsident des Bayerischen Landtags","1925-01-23","Nordstetten,Lkr.Weißenburg/G.","2013-12-30","Gunzenhausen","4","2"
"636","Lechner","Ewald","","Forstoberamtsrat a.D.","1926-05-03","Passau","0011-10-27","","7","1"
"637","Lechner","Hans","","Justizinspektor a.D., Landwirt","1883-08-19","Oberndorf (Pommersfelden)","1965-05-04","Oberndorf (Pommersfelden)","3","3"
"638","Lechner","Josef","","Bauer","1884-06-21","Schwaim (Griesbach im Rottal)","1965-11-19","Schwaim (Griesbach im Rottal)","3","4"
"639","Lederer","Otto","","Gymnasiallehrer","1970-10-11","Rosenheim","null","","9","1"
"640","Leeb","Hermann","","Staatsminister a.D., Rechtsanwalt","1938-10-15","Aschaffenburg","null","","8","1"
"641","Lehmann","Gudrun","","Erzieherin","1943-01-06","Hof","null","","4","2"
"642","Lehmer","Max","Dr.","Landrat a.D.","1885-03-21","Erding","1964-03-26","Erding","3","3"
"643","Leicht","Justin","","Dipl.Ing., Regierungslandw.Direktor a.D.","1913-02-01","Muckhof/Podersam/CSSR","1996-11-30","Fürth","3","3"
"644","Leichtle","Ludwig","","Kreishandwerksmeister","1908-02-22","Memmingen","1986-08-09","Memmingen","7","3"
"645","Leichtle","Wilhelm","","Berufsmäßiger Stadtrat a.D.","null","","null","","null","null"
"646","Leiner","Ulrich","","Landwirtschaftsmeister und Biobauer","1953-06-20","München","null","","9","null"
"647","Leiß","Werner","","Gewerkschaftssekretär","1942-04-01","München","null","","7","3"
"648","Lenz","Karl","Dr.","Landwirtschaftsrat; Landrat a.D.","1892-02-28","Illertissen","1960-12-25","Memmingen","3","4"
"649","Lerch","Leopold","","Bischöfl.Geistl.Rat, Oberstudienrat a.D.","1898-11-12","Passau-Innstadt","1964-08-16","Passau","3","4"
"650","Lerchenmüller","Otto","","M.A. Historiker","1943-05-26","Biberach a.d.Riß","2011-08-11","Gelsenkirchen-Resse","6","1"
"651","Leschanowsky","Heinz","","Metallfacharbeiter","1932-10-23","Nürnberg","1992-05-22","Nürnberg","7","1"
"652","Lettenbauer","Adolf","","Reg.Oberinspektor a.D., Bürgermeister","1923-09-24","Wemding","null","","5","1"
"653","Leupold","Walter","","Fabrikant","1913-07-26","Gefrees","null","","3","3"
"654","Leupoldt","Richard","","Kaufmann","1907-11-18","München","1983-12-15","Fürth","3","3"
"655","Lindig","Robert","","Modellabgießer, Bürgermeister","1894-09-29","Tettau","1972-03-24","Mitterteich","3","3"
"656","Linnert","Fritz","Dr.","Zahnarzt","1885-01-28","Gunzenhausen","1949-10-27","Nürnberg","3","3"
"657","Lipp","Georg","","Pfarrer, Religionslehrer","1904-04-15","Winden b.Haag","1983-03-19","Rosenheim","6","4"
"658","Lippert","Franz","Dr.","Staatssekretär a.D.","1900-04-12","München","1977-03-03","München","3","3"
"659","List","Wolfgang","","Rechtsanwalt","1935-09-19","Mainz","1995-12-21","Ansbach","9","2"
"678","Löb","Ilse","","Hausfrau","1932-07-05","Frankfurt/Main","null","","3","3"
"660","Lochner-Fischer","Monica","","Programmiererin","1952-06-27","München","2012-08-03","","5","null"
"661","Lode","Arnulf","","Speditionskaufmann","1941-07-08","Böhmisch- Leipa","null","","8","1"
"679","Lödermann","Theresa","","Angestellte","1956-04-03","Garmisch-Partenkirchen","null","","7","1"
"662","Loew","Hans Werner","","Rechtsanwalt","1942-04-02","Berlin","null","","8","2"
"663","Loher","Gottfried","","Bauer","1914-06-07","Meierhof/Pfarrkirchen","1995-12-02","Stubenberg","8","3"
"664","Loibl","Georg","","Elektrokaufmann","1921-12-14","Grafenau","1994-04-20","Grafenau","5","1"
"665","Loos","Martin","","Abteilungsleiter","1904-07-04","Zirndorf","1978-02-15","Zirndorf","3","3"
"666","Lorenz","Andreas","","Selbst. Kaufmann","1971-08-01","Mühldorf","null","","26","1"
"667","Lorenz","Johannes","","Angestellter","1901-10-13","Tetschen","1980-03-13","Kirchheim","3","3"
"668","Loritz","Alfred","","Rechtsanwalt, Staatsminister a.D.","1902-04-24","München","1979-04-14","Wien","3","3"
"669","Loscher-Frühwald","Friedrich","","Landwirt, Dipl.-Ing. (FH)","1941-10-09","Höfen, Lkr. Neustadt a. d. Aisch/Bad Windsheim","null","","8","2"
"670","Lotte","Andreas","","Gründungsberater","1973-11-03","München","null","","6","null"
"671","Lowig","Georg","","Büroangestellter; Landrat","null","k.A.","null","k.A.","3","3"
"680","Lück","Heidi","","Einzelhandelskauffrau, Verwaltungsangestellte","1943-04-06","Strokele, Sudeten","null","","44","1"
"672","Lucke","Willi","","Verwaltungsangestellter","1913-06-16","Rochlitz/Sudetenland","2011-07-09","München","8","4"
"673","Luft","Erich","","Ingenieur","1908-10-13","Tetschen-Bodenbach, Sudetenland","1960-03-29","Bamberg","3","3"
"674","Lugmair","Friedrich","","Angestellter, Landwirt","1914-02-14","Oberschweinbach","1993-01-30","Murnau","3","3"
"675","Lukas","Hans","","Landwirt","1935-08-26","Döltsch","null","","8","4"
"676","Lutz","Hermann","","Kaufmann,Landwirt","1892-03-22","Heidenheim/Mfr","1959-08-04","Oettingen i.Bay.","3","2"
"681","Maag","Johann","","Staatssekretär a.D.","1898-11-15","Waldbüttelbrunn","1976-06-26","Waldbüttelbrunn","3","3"
"682","Machnig","Rudolf","","Bürgermeister","1917-08-28","Tropplowitz/Ostsudetenland","1968-08-14","Memmingen","3","3"
"683","Mack","Georg","","Landwirt, Kaufmann, Bürgermeister","1899-05-15","Auerbach (Colmberg)","1973-10-12","Auerbach (Colmberg)","7","3"
"684","Mader","Karl","","Angestellter","1890-01-05","Wigstadt/Troppau","1963-12-26","","3","3"
"685","Maderer","Andreas","","Oberstudiendirektor","1891-05-11","Schirmdorf (Altendorf), Krs. Schwandorf","1959-07-05","Deggendorf","3","3"
"686","Magerl","Christian","Dr.","Biologe","1955-09-23","Freising","null","","45","2"
"687","Magerl","Franz","","Geschäftsführer","1913-12-01","Obertraubling","1970-10-15","Obertraubling","3","3"
"688","Maget","Franz Josef","","II. Vizepräsident des Bayerischen Landtags","1953-11-18","München","null","","8","1"
"689","Maier","Anton","","Druckereibesitzer, Landrat a.D.","1892-06-06","","1966-09-26","Dingolfing","3","3"
"690","Maier","Christoph","Dr.","Fischereidirektor a.D.","1931-01-16","Kühlenfels","null","","9","1"
"691","Maier","Hans","Prof. Dr.","Dr.h.c  Universitätsprofessor, Staatsminister a.D.","1931-06-18","Freiburg/Breisgau","null","","10","1"
"741","Männle","Ursula","","Prof.  Professorin, Staatsministerin a.D.","1944-01-07","Ludwigshafen/Rhein","null","","null","4"
"692","Martini","Klaudia","","Richterin am VG a.D.","1950-12-05","Rauhenstein/Opf.","null","","7","3"
"693","Marx","Franz","","Maschinenschlosser, Parteisekretär","1903-01-26","Köln","1985-12-25","Gauting","3","3"
"694","Marxreiter","Johann","","Bauunternehmer","1930-06-05","Hagelstadt/Regensburg","1987-12-14","Augsburg","4","3"
"695","Matschl","Christa","","Geschäftsführerin","1943-10-28","Katharinaberg","null","","5","1"
"696","Matschl","Gustav","Dr. jur.","Ltd.Ministerialrat a.D., Rechtsanwalt","1932-12-27","Ogfolderhaid/Böhmerwald","2012-04-19","Ebenhausen","8","3"
"697","Mauler","Ferdinand","","Gärtner","1914-01-14","Möhmisch-Liebau/Ostsudetenland","1982-02-21","Rosenheim","3","3"
