"id","Name","Vorname","Titel","Beruf","geb_am","geb_in","ges_am","ges_in","f_id","k_id"
"1163","Thieme","Willy","","Geschäftsführer","1912-04-23","Zürich","1979-10-17","k.A.","7","3"
"1165","Tolle","Simone","","Dipl. Betriebswirtin (FH)","1963-05-15","Bad Kissingen","null","","41","3"
"1166","Tomaschko","Peter","","Dipl. Verwaltungswirt (FH)","1973-09-22","Augsburg","null","","8","1"
"1167","Trapp","Heinrich","","Lehrer A.D.","1951-05-17","Dingolfing-Schermau","null","","8","3"
"1168","Traublinger","Heinrich","","Bäcker- und Konditormeister","1943-05-09","München","null","","8","1"
"1169","Trautner","Carolina","","Apothekerin","1961-05-25","Augsburg","null","","8","2"
"1170","Trepte","Hans","","Werkmeister, Arbeitsamtsleiter","1887-08-02","Schwandorf","1960-05-22","Landshut","3","3"
"1171","Trettenbach","Martin","","Verwaltungsdirektor","1891-11-13","Kempten (Allgäu)","1971-10-30","k.A.","3","3"
"1172","Tübel","Arthur","","Gastwirt, 2.Bürgermeister","1860-06-10","Löbtau-Dresden","1957-08-12","","3","3"
"1173","Ullrich","Ernst","","Kaufmann / Glasarbeiter","1900-10-16","Ober-Maxdorf/Gablonz","1956-11-06","k.A.","7","null"
"1174","Ungermann","Josef","","Behördenangeschtellter","1902-02-05","München","1985-09-22","","3","3"
"1175","Unterländer","Joachim","","Dipl.-Verwaltungswirt (FH)","1957-04-13","München","null","","26","1"
"1176","Urban","Alfons","","Realschulkonrektor a.D.","1937-04-10","Regelsmais","null","","9","4"
"1177","Utz","Hans","","Justizinspektor","1912-12-14","München","1974-04-01","Reischenhart im Inntal","3","1"
"1178","Vetter","Karl","Dr.","Orthopäde","1953-02-09","Roding","null","","5","1"
"1179","Vidal","Konstantin","","Landwirt, Bürgermeister","1900-07-03","Oberelchingen (Elchingen)","1990-05-08","k.A.","3","3"
"1180","Vilgertshofer","Lorenz","","Staatssekretär im Staatsministerium für Ernährung, Landwirtschaft und Forsten","1900-01-27","Finsing/Erding","1998-04-04","Stockdorf","3","1"
"1181","Vocke","Jürgen","Prof. Dr.","Richter am Finanzgericht a.D.","1943-04-23","Jena","null","","9","1"
"1182","Vogel","Heinrich","","Bauer","1912-02-20","Laineck","1997-01-23","","9","2"
"1183","Vogel","Steffen","","Rechtsanwalt","1974-06-23","Coburg","null","","18","2"
"1184","Vogel","Wolfgang","","Gymnasiallehrer (StD a.D.)","1950-06-22","Nürnberg","null","","43","1"
"1185","Vogele","Karl","Dr.","Realschulkonrektor a. D.","1940-06-29","Langerringen/Augsburg","null","","4","1"
"1186","Voget","Anne","","Kaufm. Angestellte","1951-02-14",".","2011-08-30","Erlangen","43","null"
"1187","Vogl","Simon","","Metzger,Landwirt","1903-07-19","Greißing (Geiselhöring)","null","k.A","3","3"
"1188","Vogtherr","Ernst","Dr.","Rechtsanwalt","1902-09-18","Treuchtlingen","1966-08-22","k.A.","3","null"
"1189","Volkholz","Ludwig","","Revierförster","1919-03-01","Passau","1994-05-20","Kötzting","2","null"
"1190","Volkmann","Rainer","","Rechtsanwalt","1942-06-03","Mittersill","null","","8","null"
"1191","Vollkommer","Philipp","","Kaufmann","1928-03-07","Memmelsdorf","null","","8","1"
"1320","von Aretin","Anton","","Rechtsanwalt","1918-08-15","München","1981-06-12","Aldersbach","3","3"
"1321","von Bayern","Konstantin","","Journalist","1920-08-15","München","1969-07-30","","3","3"
"1322","von Brunn","Florian","","IT-Berater","1969-01-23","München","null","","8","null"
"1323","von Haniel-Niethammer","Fritz","Dr.","Gutsbesitzer","1895-07-20","Köln","1977-05-24","Tunzenberg (Mengkofen)","9","3"
"1324","von Heckel","Max","","Stadtkämmerer a.D.","1935-11-16","München","null","","9","2"
"1325","von Pölnitz","Gudila","","Land- und Forstwirtin","1913-11-17","Rom","2002-01-11","Bamberg","25","4"
"1326","von Truchseß","Ruth","","Dipl.-Volkswirt, Oberregierungsrätin a. D.","1941-01-17","Zwittau/Mähren","null","","36","null"
"1327","von und zu Wetzhausen Truchseß","Volker","","Verwaltungsjurist","1936-02-28","Wetzhausen","null","","9","3"
"1192","Vorndran","Wilhelm","Dr.","Präsident des Bayerischen Landtags","1924-08-07","Sondernau/Bd.Neust.","2012-09-04","Erlangen","9","1"
"1193","Vöth","Reinhold","","Staatssekretär im Staatsministerium für Arbeit und Sozialordnung","1930-03-23","Würzburg","1997-03-30","München","3","1"
"1194","Wacher","Gerhard","","Dipl.Ing., Oberlandwirtschaftsrat a.D., Staatssekretär a.D.","1916-11-29","Wien","1990-10-27","k.A.","7","2"
"1195","Wachter","Winfried","","Steuerberater","1921-10-05","Friedrichshafen","null","","3","null"
"1283","Wägemann","Gerhard","","Dipl.-Ing. Dipl.-Ing. (FH), Verwaltungsfachwirt","1953-02-02","Weißenburg i. Bay.","null","","26","5"
"1196","Wagner","Hans","Dr. jur.","Rechtsanwalt","1935-03-15","Schnaittenbach","null","","5","1"
"1197","Wagner","Richard","","Gymnasialprofessor","1914-02-21","Roßhaupt/Tachau","1979-09-15","k.A.","7","4"
"1198","Wagner","Rudolf","Dr.","Dr.phil./Sachbearbeiter","1911-07-18","Duliby/Galizien","2004-04-27","","3","3"
"1199","Wahnschaffe","Joachim","","Richter am Landgericht a.D.","1941-01-19","Halberstadt","null","","8","2"
"1200","Walch","Ludwig","","Oberlehrer; Leiter des Erziehungsheims Charlottenhof","1895-12-21","Egerland","1961-12-30","k.A.","3","3"
"1201","Waldmann","Ruth","","Dipl. Soziologin, Prokuristin","null","Bonn","null","","6","1"
"1202","Wallner","August","","Städt. Oberinspektor","1906-02-04","Ingelfingen, Baden-Württemberg","1965-12-31","k.A.","7","2"
"1203","Wallner","Hans","","Selbst.Kaufmann","1950-06-16","Mietraching/Deggendorf","null","","5","1"
"1204","Warnecke","Klaus","","Rechtsanwalt","1943-12-14","Kopenhagen","null","","3","3"
"1205","Warnke","Jürgen","Dr. jur.","Rechtsanwalt","1932-03-20","Berlin","2013-04-27","","3","3"
"1206","Waschler","Gerhard","Prof. Dr.","Leitender Akademischer Direktor a.D.","1957-07-02","Passau","null","","5","1"
"1207","Weber","Fritz","","Amtsrat","1920-08-02","Regen","2000-07-11","Regen","9","1"
"1208","Weber","Manfred","","Selbstständiger Dipl.Ing. (FH)","1972-07-14","Niederhatzkofen","null","","7","1"
"1209","Weber","Max","","Gewerkschaftssekretär","1931-01-24","Jägerwirt/Passau","null","","8","3"
"1210","Weggartner","Albert","","Landrat","1905-09-21","Pelkering","1979-02-20","k.A.","3","3"
"1211","Wehr","Albert","","Feinmechanikermeister, Bürgermeister","1895-02-16","Kempten","1987-05-30","","3","1"
"1212","Weich","Georg","","Geschäftsführer","1920-10-24","Amberg","2015-04-25","","7","1"
"1213","Weichenrieder","Max","","Landwirt","1950-02-25","Stadelhof","null","","9","1"
"1214","Weidenbusch","Ernst","","Rechtsanwalt","1963-07-19","München","null","","7","1"
"1215","Weidner","Kurt","","Baustoffgroßhändler","1889-06-02","Goldberg, Schlesien","1954-03-15","k.A.","3","4"
"1216","Weig","Franz","","Bauer, Bürgermeister","1927-08-23","Albersrieth","1992-06-28","k.A.","19","1"
"1217","Weigel","Wenzel","Dr.","Professor","1888-11-06","Tschentschitz/Böhmen","1979-04-02","k.A.","3","3"
"1218","Weiglein","Otto","","Landwirt, Bürgermeister a.D.","1912-04-05","Geesdorf (Wiesentheid)","1998-09-23","Geesdorf (Wiesentheid)","3","4"
"1219","Weikert","Angelika","","Betriebswirtin (DAA)","1954-03-10","Wiesentheid","null","","null","null"
"1220","Weilmaier","Anton","","1. Bürgermeister","1920-04-02","Hausham","1981-04-24","Hausham","7","1"
"1221","Weinberger","Helga","","Sekretärin","1953-02-11","Allhartsmais","null","","25","1"
"1222","Weinhuber","Simon","","Bauer","1918-03-26","München","1995-10-28","Walpertskirchen","7","1"
"1223","Weinkamm","Otto","","Rechtsanwalt, Staatsminister a. D.","1902-02-13","Aschaffenburg","1968-01-27","Augsburg","3","3"
"1224","Weinzierl","Alfons","","Dipl.Ing.","1932-02-13","Ingolstadt","null","","3","3"
"1225","Weinzierl","Alois","","Bäckermeister","1879-07-12","Wallersdorf","1959-02-04","Stephansposching","3","3"
"1226","Weinzierl","Georg","","Schlossermeister","1896-12-05","Sinzing b.Eichstätt","1969-12-31","k.A.","3","3"
"1228","Weiß","Armin","Dr. Dr. h.c.","Universitätsprofessor","1927-11-05","Stefling/Schwandorf","2010-12-07","","4","4"
"1229","Weiß","Bernd","Dr.","Notar","1968-05-07","Mellrichstadt","null","","8","2"
"1230","Weiß","Franz","Dr.","Steuerberater","1900-12-31","München","1979-06-29","Gauting","3","3"
"1231","Weiß","Hans","Dr.","Staatsanwalt, Oberbürgermeister","1919-12-12","München","2008-10-16","München","2","null"
"1232","Weiß","Ingo","","Oberregierungsrat","1937-01-24","Neuburg a.d.D.","null","","9","null"
"1233","Weiß","Manfred","Dr.","Staatsminister a.D., Richter am Landgericht i.R.","1944-01-23","Roth","null","","8","1"
"1227","Weishäupl","Karl","","Staatssekretär a.D.","1916-06-25","Rosenheim","1989-10-10","k.A.","8","1"
"1234","Weißkopf","Friedrich","","Geschäftsführer","1937-06-21","Nürnberg","2009-06-01","Altdorf b.Nürnberg","3","3"
"1235","Welnhofer","Peter","","Richter a.D.","1948-12-19","Passau","null","","8","1"
"1236","Welsch","Louis","","Landwirt, 1.Bürgermeister","1914-04-14","Mönchsberg","1998-05-08","","9","2"
"1237","Wengenmeier","Richard","","Kürschnermeister","1928-02-09","Marktoberdorf","2002-09-25","Marktoberdorf","4","1"
"1238","Wenger","Heinz","","Dipl.-Physiker/Ministerialrat","1939-05-11","München","null","","7","1"
"1239","Wengert","Paul","Dr.","Richter am Amtsgericht a.D., Altoberbürgermeister","1952-11-18","Ellwangen","null","","8","1"
"1240","Wenning","Wilhelm","","Oberregierungsrat a. D.","1950-10-18","Nürnberg","null","","8","5"
"1241","Werkstetter","Franz Xaver","","Oberstudiendirektor a.D.","1933-04-28","Mehring/Burghausen","null","","8","3"
"1242","Werner","Hans","","Geschäftsführer, Landrat","1912-11-15","Unteraich/Opf.","1989-02-22","Unterauch/Opf.","3","3"
"1243","Werner","Hans Joachim","","Journalist, M. A.","1952-11-12","München","null","","7","2"
"1244","Werner","Otto","","DGB-Bildungssekretär","1937-11-12","Göttingen","2010-01-31","Kaufbeuren","7","3"
"1245","Werner-Muggendorfer","Johanna","","Erzieherin, Bibliothekarin","1950-06-22","Neustadt a. d. Donau","null","","60","1"
"1246","Wernitz","Axel","Dr.","Akademischer Rat","1937-04-17","Königsberg","null","","8","2"
"1247","Westphal","Hedwig","","Hausfrau","1931-07-22","München","null","","7","3"
"1248","Westphal","Manuel","","Rechtsanwalt","1974-09-23","Nürnberg","null","","5","2"
"1249","Widmann","Jutta","","Festwirtin","1961-11-09","Ergoldsbach","null","","8","1"
"1250","Widmann","Peter","","Oberstudiendirektor a.D.","1930-09-20","München","2012-04-18","","3","3"
"1251","Widmann","Rudolf","Dr. jur.","Rechtsanwalt, Bürgermeister, Landrat","1929-09-17","Starnberg","2000-04-14","Starnberg","7","3"
"1252","Wiederer","Maria","","Bezirksbäuerin d. BBV","1922-01-09","Neuhausen/Krs.Vill.","2006-09-09","Lindach. Gmd.Kolitzheim","4","1"
"1253","Wiesheu","Otto","Dr.","Staatsminister a.D.","1944-10-31","Zolling","null","","4","1"
"1254","Wild","Margit","","Staatlich anerkannte Heilpädagogin","1957-11-19","Sulzbach-Rosenberg","null","","6","null"
"1255","Wilhelm","Franz","","Maurermeister","1894-08-12","Danglmühle (Hauzenberg)","1973-09-02","k.A.","3","3"
"1256","Wilhelm","Friedrich","Dr.","Landrat","1916-04-16","Rottenbauer/Wzbg.","2000-03-25","","4","2"
"1257","Wilhelm","Paul","Dr.","Staatssekretär a. D.","1935-11-25","München","2008-11-25","München","9","4"
"1258","Will","Christian","","Kalkulator","1927-11-28","Rimpar/Würzburg","null","","10","1"
"1259","Will","Renate","","Dolmetscherin","1947-04-27","Neustadt","null","","9","2"
"1260","Wimmer","Johann","","Gemeindesekretär","1921-06-22","Schönbichl","2004-09-29","Reischach","61","1"
"1261","Wimmer","Thomas","","Oberbürgermeister von München","1887-01-07","Siglfing (Erding)","1964-01-18","München","7","3"
"1262","Windsperger","Ulrike","","Rechtsanwaltsgehilfin","1949-01-26","München","null","","3","3"
"1263","Winkler","August Christian","","Hauptgeschäftsführer","1900-01-09","Köln","1961-10-31","","3","3"
"1264","Winkler","Karl","","Konditormeister","1909-07-10","Sulzbach/Rosenberg","1982-02-12","","3","3"
"1265","Winkler","Martin","Dr. jur.","Landrat","1885-02-15","Amberg","1959-05-30","k.A.","3","3"
"1266","Winkler","Wilhelm","","Landrat a.D.","1908-05-30","Sulzbach/Rosenberg","1993-07-18","","3","3"
"1267","Winklhofer","Hans","","Kaufmann, Bürgermeister","1910-12-25","Buchet b. Griesbach","1993-08-03","Johanniskirchen","7","3"
"1268","Winter","Georg","","Dipl.-Verwaltungswirt (FH)","null","Höchstädt a. d. Donau","null","","8","1"
"1269","Winter","Peter","","Bürgermeister a.D.","1954-04-02","Waldaschaff","null","","9","1"
"1270","Wirth","Günter","","Rechtsanwalt","1940-12-07","Kempten","null","","3","3"
"1271","Wittmann","Anton","Dr.","OR-Schulrat, R-Direktor","1908-01-14","Regensburg","1960-10-10","München","3","1"
"1272","Wittmann","Julian","Dr. jur.","Rechtsanwalt, Bürgermeister a.D.","1891-01-08","Buchberg (Sengenthal)","1951-08-17","Burgkunstadt","3","3"
"1273","Wittmann","Mechthilde","","Rechtsanwältin","1967-12-12","München","null","","58","1"
"1274","Witzlinger","Michael","","Landwirt, Bürgermeister","1888-04-05","Karling (Aidenbach)","1971-12-25","Karling (Aidenbach)","3","3"
"1275","Woerlein","Herbert","","Realschuldirektor a.D.","1958-06-29","Augsburg","null","","32","1"
"1276","Wolf","Franz","","Steinmetz","1889-08-31","Dessau","1972-05-23","k.A.","3","3"
"1277","Wolf","Hans","","Dipl.Kaufmann","1892-01-22","Karlsruhe","1972-07-03","Coburg","7","3"
"1278","Wolf","Xaver","","Dipl.-Ingenieur (FH)","1937-03-31","Regensburg","null","","9","1"
"1284","Wölfel","Gustav","","Landwirt","1899-11-13","Untermerzbach","1980-05-15","Untermerzbach","7","1"
"1279","Wolfer","Rudolf","Dr.","Oberregierungs-Veterinärrat","1912-06-17","Tübingen","null","","3","3"
"1280","Wolff","Günter","","Elektriker","1919-07-05","Brieg/Schlesien","null","Landshut","3","2"
"1281","Wolfrum","Klaus","","Fernmeldetechniker","1947-12-05","Münchberg","null","","14","5"
"1285","Wörner","Ludwig","","Busfahrer, kaufm. Angestellter","1948-05-31","Zwiesel","null","","43","null"
"1286","Wörner","Ulrike","","Studienrätin","null","Amerang","null","","7","2"
"1287","Wösner","Hermann","","Geschäftsführer","1921-01-29","Passau","1982-05-16","Passau","9","1"
"1288","Wüllner","Paul","Dr. jur.","Jurist, Versicherungsdirektor","1906-05-04","Brünn","1986-02-24","München","3","3"
"1289","Wünsche","Paul","","Geschäftsführer","1922-09-11","Lauban/Schlesien","null","","4","1"
"1290","Würdinger","Marianne","","Hausfrau","1934-02-24","Kelheim-Affecking","null","","8","3"
"1291","Würth","Edgar","","Landwirt","1931-03-20","Buchdorf/Donau-Ries","null","","4","4"
"1282","Wutzlhofer","Hans","Dr.","Oberregierungsrat","1893-04-02","Kelheim","1969-04-24","Heigenbrücken","3","1"
"1292","Zacharias","Isabell","","Ernährungswissenschaftlerin","1965-05-31","Husum","null","","48","2"
"1293","Zachert","Klaus","","Lehrer","1942-07-26","Tirschtiegel","2011-04-13","Bamberg","7","2"
"1294","Zankl","Rudolf","","Kommunal-Angestellter","1920-09-03","Redenfelden","1974-01-27","München","8","3"
"1295","Zdralek","Franz","Dr. jur.","Jurist, Regierungsdirektor","1894-07-10","Kupp, Krs. Oppeln","1970-03-19","Nürnberg","3","3"
"1296","Zehetmair","Hans","Prof. Dr.","Staatsminister a.D.","1936-10-23","Langengeisling","null","","9","1"
"1297","Zehner","Zita","","Wirtschaftslehrerin","1900-11-08","Rannungen","1978-09-10","Fischbachau-Birkenstein","6","1"
"1298","Zeil","Martin","","Staatsminister","1956-04-28","München","null","","7","2"
"1302","Zeißlein","Anton","","Landwirt","1884-11-21","Alsleben (Trappstadt)","1949-06-10","Alsleben","7","1"
"1303","Zeißner","Walter","","Landwirtschaftsmeister","1928-06-22","Wülfershausen","null","","7","3"
"1299","Zeitler","Erich","","Rechtsanwalt, Bürgermeister","1921-02-20","Roding/Opf.","2004-02-13","Ismaning","4","3"
"1300","Zeitler","Erwin","","Förster a.D.","1925-01-07","Nürnberg","null","","3","3"
"1301","Zeitler","Otto","","Dipl.-Ingenieur (FH)","1944-10-10","Görnitz/Vogtland","null","","4","2"
"1304","Zeller","Alfons","","Bankkfm., Staatssekretär a.D.","1945-04-19","Burgberg","null","","9","1"
"1305","Zellmeier","Josef","","Jurist/Oberregierungsrat a.D.","1964-05-31","Mallersdorf","null","","7","1"
"1306","Zengerle","Josef","","Landwirt und Maurer","1948-08-17","Hinang","null","","9","1"
"1307","Zenz","Hermann","","Geschäftsführer","1926-08-22","Haag/Obb.","2009-06-06","Stephanskirchen","7","1"
"1308","Ziegler","Franz","Dr. jur.","Rechtsanwalt","1899-06-23","Lingau, Sudetenland","1949-12-27","k.A.","3","3"
"1309","Ziegler","Paul","","Stadtamtmann","1892-02-03","Nürnberg","1956-06-23","Nürnberg","7","3"
"1310","Ziegler","Siegfried","Dr.","Verleger","1902-02-02","Essen","1984-01-19","Seefeld","7","2"
"1311","Zierer","Benno","","Landwirt","1956-07-10","München","null","","2","1"
"1312","Zierer","Dietmar","","Rechtsanwalt","1943-05-22","Burglengenfeld","2015-03-01","Regensburg","8","3"
"1313","Zietsch","Friedrich","","Staatsminister a.D.","1903-11-26","Heidelberg","1976-09-21","München","3","3"
"1314","Zillibiller","Max","","Landwirt, Bürgermeister","1896-12-07","Aschau i.Chiemgau","1970-11-17","Hindelang","3","3"
"1315","Zimmerer","Wilhelm","","staatl.Forstverwalter","1884-06-11","Roßlau","1951-01-29","Ansbach","3","6"
"1316","Zimmermann","Thomas","Dr.","Arzt für Chirurgie","1946-09-09","München","null","","62","1"
"1317","Zink","Peter","","Konstrukteur","1907-12-22","Erlangen","2004-01-10","Erlangen","4","2"
"1318","Zitzler","Georg","","Oberbürgermeister","1903-12-08","Amberg (Opf.)","1986-05-24","Regensburg","3","3"
"1319","Zwicknagl","Max","Dr.","Brauereibesitzer","1900-07-06","Rott am Inn","1969-01-10","Rott am Inn","9","3"
