"pa_id","a_id","Typ","von","bis"
"35","1191","Mitglied","1970-12-03","1974-11-11"
"64","1191","Mitglied","1978-11-30","1982-10-19"
"64","1191","Mitglied","1982-10-20","1986-10-21"
"64","1191","Mitglied","1986-10-22","1990-10-23"
"64","1191","Mitglied","1990-10-24","1994-10-14"
"89","1191","stv. Mitglied","1994-10-15","1998-09-27"
"93","1191","Mitglied","1973-05-08","1974-11-11"
"191","1191","stv. Mitglied","1985-12-11","1986-07-24"
"207","1191","Mitglied","1990-10-30","1994-10-14"
"5","1192","Mitglied","1990-10-24","1994-10-14"
"9","1192","Vorsitzender","1962-12-07","1970-12-02"
"9","1192","Vorsitzender","1970-12-03","1972-10-24"
"14","1192","Mitglied","1966-12-15","1970-12-02"
"14","1192","Mitglied","1970-12-15","1972-10-24"
"64","1192","Mitglied","1966-12-05","1970-12-02"
"64","1192","Mitglied","1970-12-03","1974-11-11"
"64","1192","Mitglied","1990-10-24","1994-10-14"
"70","1192","Präsident","1990-10-24","1994-10-14"
"132","1192","stv. Mitglied","1969-06-10","1970-12-02"
"168","1192","Mitglied","1958-12-04","1962-12-06"
"345","1192","Vorsitzender","1990-10-24","1994-10-14"
"10","1193","Mitglied","1970-10-01","1970-12-02"
"11","1193","Mitglied","1958-12-04","1962-12-06"
"11","1193","Mitglied","1964-09-30","1966-12-01"
"11","1193","Vorsitzender","1964-10-01","1966-12-01"
"11","1193","Vorsitzender","1966-12-15","1970-12-02"
"14","1193","Mitglied","1960-02-11","1962-02-06"
"14","1193","Mitglied","1963-03-12","1965-02-02"
"14","1193","Vorsitzender","1965-02-03","1966-12-01"
"14","1193","Vorsitzender","1966-12-15","1968-12-10"
"14","1193","Vorsitzender","1968-12-11","1970-12-02"
"18","1193","Mitglied","1967-05-09","1970-12-02"
"64","1193","Mitglied","1966-12-05","1970-12-02"
"148","1193","Stv. Fraktionsvorsitzender","1966-12-15","1970-12-02"
"168","1193","Mitglied","1958-12-04","1960-10-18"
"14","1194","Mitglied","1970-12-15","1973-07-31"
"22","1194","stv. Mitglied","1974-10-29","1974-11-11"
"33","1194","Mitglied","1966-12-02","1970-12-02"
"33","1194","Vorsitzender","1970-12-03","1974-11-11"
"2","1195","Mitglied","1970-12-03","1978-10-29"
"40","1195","Mitglied","1962-12-07","1966-12-01"
"64","1195","stv. Mitglied","1976-12-01","1978-10-29"
"18","1196","Mitglied","1971-01-26","1974-11-11"
"18","1196","Mitglied","1974-11-19","1978-07-12"
"42","1196","Mitglied","1974-11-19","1978-07-12"
"51","1196","Mitglied","1970-12-03","1974-11-11"
"51","1196","Mitglied","1974-11-19","1978-07-12"
"73","1196","Mitglied","1970-12-03","1974-11-11"
"132","1196","Stellvertreter","1974-11-19","1978-07-12"
"132","1196","stv. Mitglied","1971-01-26","1974-11-11"
"194","1196","Mitglied","1976-01-29","1978-07-12"
"227","1196","Mitglied","1971-03-30","1974-11-11"
"331","1196","Vertreter","1973-10-23","1974-11-11"
"5","1197","4.Schriftführer","1974-02-19","1974-11-11"
"7","1197","Mitglied","1962-12-07","1966-12-01"
"9","1197","Mitglied","1962-12-07","1970-12-02"
"14","1197","Mitglied","1972-05-01","1973-07-31"
"22","1197","stv. Mitglied","1974-10-29","1974-11-11"
"30","1197","stv. Mitglied","1971-01-27","1974-11-11"
"39","1197","Mitglied","1970-12-03","1974-11-11"
"93","1197","Vorsitzender","1972-11-09","1974-11-11"
"130","1197","Mitglied","1971-01-26","1974-11-11"
"190","1197","Mitglied","1966-12-02","1970-12-02"
"190","1197","Mitglied","1970-12-03","1974-11-11"
"8","1198","Mitglied","1955-01-13","1958-12-03"
"21","1198","Mitglied","1955-01-13","1957-04-01"
"291","1198","Mitglied","1955-02-08","1958-12-03"
"294","1198","Mitglied","1955-05-23","1958-12-03"
"295","1198","Mitglied","1956-10-19","1958-12-03"
"6","1199","Mitglied","1991-07-18","1994-10-14"
"6","1199","Mitglied","1994-11-10","1996-02-28"
"6","1199","Vorsitzender","1996-02-29","1998-09-27"
"6","1199","Vorsitzender","1998-10-28","2003-10-05"
"6","1199","Vorsitzender","2003-11-04","2008-10-19"
"10","1199","Mitglied","1994-07-21","1994-10-14"
"53","1199","Mitglied","1991-12-12","1993-03-18"
"55","1199","Mitglied","1993-11-24","1994-07-14"
"59","1199","Mitglied","1990-10-30","1991-07-18"
"64","1199","stv. Mitglied","1990-10-24","1994-10-14"
"64","1199","stv. Mitglied","1994-11-10","1998-09-27"
"64","1199","stv. Mitglied","1998-09-28","2003-10-05"
"81","1199","Mitglied","1999-03-25","1999-03-25"
"93","1199","Mitglied","1990-10-30","1994-10-14"
"93","1199","Mitglied","1994-11-10","1996-07-10"
"95","1199","stv. Mitglied","1990-11-19","1994-10-14"
"95","1199","stv. Mitglied","1994-11-10","1998-09-27"
"172","1199","stv. Mitglied","1990-11-19","1994-10-14"
"219","1199","Mitglied","1998-10-29","2003-10-05"
"257","1199","stv. Mitglied","1995-10-26","1997-12-17"
"8","1200","Mitglied","1950-11-27","1954-12-12"
"33","1200","Mitglied","1950-11-27","1954-12-12"
"72","1200","Mitglied","1950-11-27","1954-12-12"
"75","1200","Mitglied","1950-11-27","1954-12-12"
"241","1200","Mitglied","1951-01-10","1954-12-12"
"205","1201","Mitglied","2013-11-06","2013-11-06"
"74","1202","Mitglied","1949-07-25","1950-11-26"
"2","1203","Mitglied","1987-11-11","1990-10-23"
"7","1203","Mitglied","1986-11-12","1990-10-23"
"18","1203","Mitglied","1990-11-19","1994-10-14"
"18","1203","Mitglied","1994-11-24","1998-09-27"
"22","1203","stv. Mitglied","1994-07-21","1994-10-14"
"23","1203","Mitglied","1990-10-30","1994-10-14"
"51","1203","Mitglied","1990-10-30","1994-10-14"
"57","1203","Mitglied","1986-11-12","1987-11-11"
"57","1203","Mitglied","1994-11-10","1998-09-27"
"90","1203","Mitglied","1993-07-15","1994-10-14"
"172","1203","stv. Mitglied","1986-12-10","1990-10-23"
"172","1203","stv. Mitglied","1990-11-19","1994-10-14"
"187","1203","Mitglied","1990-03-21","1990-07-18"
"7","1204","Mitglied","1974-11-19","1978-05-31"
"10","1204","stv. Mitglied","1986-07-24","1986-10-21"
"22","1204","Mitglied","1982-07-23","1982-10-19"
"22","1204","Mitglied","1990-07-20","1990-10-23"
"39","1204","Mitglied","1988-12-27","1990-10-23"
"51","1204","Mitglied","1978-05-31","1982-10-19"
"51","1204","Mitglied","1982-10-20","1986-10-21"
"51","1204","Mitglied","1986-11-12","1990-10-23"
"55","1204","stv. Mitglied","1978-01-25","1978-07-13"
"92","1204","Mitglied","1985-02-05","1986-10-21"
"92","1204","Mitglied","1986-12-10","1989-03-17"
"93","1204","Mitglied","1974-11-09","1978-10-29"
"94","1204","stv. Mitglied","1980-10-30","1981-04-08"
"95","1204","Mitglied","1978-12-13","1982-10-19"
"95","1204","Mitglied","1982-11-18","1986-10-21"
"95","1204","Mitglied","1986-12-10","1990-10-23"
"96","1204","Mitglied","1989-05-11","1989-10-12"
"97","1204","Mitglied","1989-12-13","1990-07-19"
"134","1204","stv. Mitglied","1983-02-09","1985-03-28"
"140","1204","stv.Vorsitzender","1983-07-20","1984-04-04"
"170","1204","stv. Mitglied","1980-02-28","1982-03-04"
"172","1204","Mitglied","1982-11-18","1986-10-21"
"172","1204","Mitglied","1986-12-10","1990-10-23"
"173","1204","Mitglied","1987-10-14","1989-11-15"
"194","1204","Mitglied","1979-02-22","1980-03-27"
"194","1204","stv. Mitglied","1976-01-29","1978-10-29"
"202","1204","stv. Mitglied","1983-02-10","1984-02-23"
"227","1204","Mitglied","1978-12-13","1982-10-19"
"252","1204","Mitglied","1986-03-19","1986-10-21"
"33","1205","Vorsitzender","1966-12-02","1970-12-02"
"51","1205","Mitglied","1962-12-07","1966-12-01"
"64","1205","stv. Mitglied","1968-10-23","1970-12-02"
"220","1205","stv. Mitglied","1968-03-12","1969-09-12"
"4","1206","Mitglied","2003-11-04","2005-04-28"
"18","1206","Mitglied","1998-11-26","2003-10-05"
"88","1206","Mitglied","1998-10-28","2003-10-05"
"88","1206","Mitglied","2003-11-04","2005-04-28"
"91","1206","Mitglied","1998-10-28","2003-10-05"
"172","1206","Mitglied","2002-05-01","2003-10-05"
"172","1206","stv. Mitglied","1998-11-06","2002-04-30"
"195","1206","Stellvertr. Vorsitzender","2013-11-06","2013-11-06"
"195","1206","Vorsitzender","2005-04-28","2008-10-19"
"239","1206","Mitglied","2002-07-11","2003-10-05"
"2","1207","Mitglied","1972-09-27","1974-11-11"
"22","1207","stv. Mitglied","1974-10-29","1974-11-11"
"33","1207","Mitglied","1966-12-02","1970-12-02"
"33","1207","Mitglied","1972-09-27","1974-11-11"
"74","1207","Mitglied","1966-12-02","1970-12-02"
"81","1207","Mitglied","1974-03-27","1974-03-27"
"16","1208","Mitglied","2003-11-04","2004-07-31"
"43","1208","Mitglied","2002-05-01","2003-10-05"
"44","1208","Mitglied","2002-05-01","2003-10-05"
"112","1208","Mitglied","2002-05-01","2003-10-05"
"1","1209","Mitglied","1982-10-20","1986-10-21"
"1","1209","Mitglied","1986-11-12","1990-10-23"
"7","1209","Mitglied","1987-04-09","1988-12-27"
"10","1209","Mitglied","1990-07-20","1990-10-23"
"10","1209","stv. Mitglied","1986-07-24","1986-10-21"
"93","1209","Mitglied","1988-12-27","1990-10-23"
"130","1209","Mitglied","1986-12-10","1990-10-23"
"130","1209","Mitglied","1994-11-24","1998-09-27"
"7","1210","stv.Vorsitzender","1953-04-14","1954-12-12"
"9","1210","Mitglied","1955-01-13","1957-03-01"
"21","1210","Mitglied","1950-11-27","1953-02-13"
"21","1210","Mitglied","1953-04-17","1954-12-12"
"31","1210","Mitglied","1953-11-24","1954-12-12"
"39","1210","Mitglied","1955-01-19","1958-12-03"
"39","1210","Mitglied","1957-10-24","1958-12-03"
"72","1210","Mitglied","1953-05-05","1953-11-24"
"75","1210","Mitglied","1953-05-05","1954-12-12"
"168","1210","Mitglied","1955-01-13","1957-04-01"
"236","1210","Mitglied","1957-02-05","1958-12-03"
"8","1211","Mitglied","1958-12-04","1962-12-06"
"8","1211","Mitglied","1962-12-07","1966-12-01"
"10","1211","stv. Mitglied","1962-10-23","1962-12-06"
"81","1211","Mitglied","1959-07-01","1959-07-01"
"9","1212","Mitglied","1966-12-02","1970-12-02"
"10","1212","stv. Mitglied","1970-10-01","1970-12-02"
"22","1212","Mitglied","1974-10-29","1974-11-11"
"23","1212","stv.Vorsitzender","1970-12-03","1974-11-11"
"16","1213","Mitglied","2003-11-04","2008-10-19"
"43","1213","Mitglied","2002-05-01","2002-10-31"
"44","1213","Mitglied","2002-05-01","2003-10-05"
"46","1213","Mitglied","2002-11-01","2003-10-05"
"155","1213","Mitglied","2003-11-04","2008-10-19"
"4","1214","Mitglied","2013-11-06","2013-11-06"
"87","1214","Mitglied","2009-01-07","2013-10-06"
"91","1214","Mitglied","2003-11-04","2008-10-19"
"112","1214","Mitglied","2003-11-27","2008-10-19"
"243","1214","Mitglied","2003-11-04","2008-10-19"
"261","1214","Mitglied","2008-10-23","2013-10-06"
"5","1215","4.Schriftführer","1948-01-27","1950-03-21"
"7","1215","Mitglied","1948-12-08","1950-11-26"
"8","1215","Schriftführer","1947-01-29","1948-03-09"
"33","1215","Mitglied","1949-02-07","1950-11-26"
"100","1215","Mitglied","1946-12-16","1950-11-26"
"135","1215","stv.Schriftführer","1947-01-29","1950-11-26"
"177","1215","Mitglied","1949-05-10","1950-11-26"
"178","1215","Mitglied","1949-10-13","1950-11-26"
"231","1215","Schriftführer","1949-09-07","1950-11-26"
"247","1215","Mitglied","1949-10-19","1950-11-26"
"284","1215","Mitglied","1949-05-03","1950-11-26"
"288","1215","Mitglied","1946-12-16","1950-11-26"
"7","1216","Mitglied","1966-12-02","1970-12-02"
"8","1216","Mitglied","1966-12-02","1970-12-02"
"10","1216","stv. Mitglied","1970-10-01","1970-12-02"
"28","1217","Mitglied","1950-11-27","1954-12-12"
"71","1217","Mitglied","1950-11-27","1954-12-12"
"72","1217","Mitglied","1950-11-27","1954-12-12"
"7","1218","Mitglied","1947-01-29","1950-11-26"
"8","1218","Mitglied","1949-03-15","1950-11-26"
"16","1219","Mitglied","2003-11-04","2004-09-30"
"43","1219","Mitglied","2003-11-04","2006-04-24"
"43","1219","Mitglied","2008-12-04","2013-10-06"
"84","1219","Mitglied","2008-12-04","2013-10-06"
"155","1219","Mitglied","2006-04-25","2008-10-19"
"195","1219","Mitglied","2004-10-01","2008-10-19"
"205","1219","Stellvertr. Vorsitzende","2013-11-06","2013-11-06"
"23","1220","Mitglied","1958-12-04","1962-12-06"
"23","1220","Mitglied","1962-12-07","1966-12-01"
"23","1220","Mitglied","1966-12-02","1970-12-02"
"176","1220","Mitglied","1959-03-06","1962-12-06"
"176","1220","Mitglied","1963-11-26","1966-12-01"
"176","1220","Mitglied","1967-03-01","1970-12-02"
"280","1220","Mitglied","1958-12-04","1962-12-06"
"60","1221","Mitglied","2003-11-04","2008-10-19"
"2","1222","Mitglied","1955-01-13","1958-12-03"
"5","1222","5. Schriftführer","1962-12-07","1966-12-01"
"8","1222","Mitglied","1950-11-27","1954-12-12"
"8","1222","Mitglied","1958-12-04","1962-12-06"
"8","1222","Mitglied","1962-12-07","1966-12-01"
"20","1222","Mitglied","1950-11-27","1954-12-12"
"102","1222","Schriftführer","1950-11-27","1954-12-12"
"278","1222","Mitglied","1958-12-04","1962-12-06"
"321","1222","Mitglied","1956-11-14","1958-12-03"
"30","1223","Mitglied","1951-02-08","1954-12-12"
"30","1223","Mitglied","1955-02-15","1957-10-11"
"39","1223","Mitglied","1955-01-19","1957-10-11"
"41","1223","Vorsitzender","1956-05-03","1957-10-11"
"111","1223","Mitglied","1947-09-20","1950-11-26"
"168","1223","Mitglied","1955-01-13","1957-04-01"
"38","1224","Mitglied","1969-12-19","1970-12-02"
"7","1225","Mitglied","1947-01-29","1950-11-26"
"21","1225","Mitglied","1947-01-29","1947-11-04"
"26","1225","Mitglied","1946-07-15","1946-10-26"
"33","1225","Mitglied","1947-02-07","1950-11-26"
"135","1225","Mitglied","1946-12-16","1950-11-26"
"100","1226","Mitglied","1947-01-29","1950-11-26"
"135","1226","Mitglied","1947-01-29","1950-11-26"
"135","1226","Vorsitzender","1949-04-27","1950-11-26"
"177","1226","Vorsitzender","1949-05-10","1950-11-26"
"178","1226","Vorsitzender","1949-10-13","1950-11-26"
"231","1226","Mitglied","1947-04-07","1950-11-26"
"263","1226","Mitglied","1949-05-03","1950-11-26"
"284","1226","Mitglied","1949-05-03","1950-11-26"
"390","1226","Vertreter","1949-11-29","1950-11-26"
"10","1227","Mitglied","1970-10-01","1970-12-02"
"22","1227","Mitglied","1974-10-29","1974-11-11"
"30","1227","Mitglied","1971-01-27","1974-11-11"
"30","1227","stv. Mitglied","1959-04-24","1962-12-06"
"35","1227","stv.Vorsitzender","1970-12-03","1974-11-11"
"64","1227","stv. Mitglied","1968-10-23","1970-12-02"
"64","1227","stv. Mitglied","1970-12-03","1974-11-11"
"71","1227","Mitglied","1958-04-25","1958-12-03"
"71","1227","Vorsitzender","1958-12-04","1962-12-06"
"81","1227","Mitglied","1974-03-27","1974-03-27"
"109","1227","Mitglied","1950-11-27","1954-12-12"
"109","1227","Vorsitzender","1962-12-07","1970-12-02"
"146","1227","Mitglied","1958-12-04","1962-12-06"
"168","1227","Mitglied","1950-11-27","1954-12-12"
"57","1228","Mitglied","1986-11-12","1990-10-23"
"81","1228","Mitglied","1994-05-23","1994-05-23"
"119","1228","Mitglied","1989-02-02","1990-07-20"
"120","1228","Mitglied","1990-06-01","1990-07-12"
"46","1229","Mitglied","2009-10-27","2011-05-17"
"47","1229","Mitglied","2011-04-06","2013-10-06"
"113","1229","Mitglied","2003-12-10","2008-10-19"
"240","1229","Mitglied","2008-04-03","2008-07-16"
"243","1229","Mitglied","2003-11-04","2008-10-19"
"20","1230","Mitglied","1950-11-27","1954-12-12"
"22","1230","stv. Mitglied","1950-11-27","1950-11-27"
"23","1230","Mitglied","1950-11-27","1954-12-12"
"41","1230","Mitglied","1950-11-27","1954-12-12"
"42","1230","Mitglied","1950-11-27","1954-12-12"
"69","1230","Mitglied","1950-11-27","1954-12-12"
"76","1230","Mitglied","1950-11-27","1954-12-12"
"140","1230","Mitglied","1950-11-27","1954-12-12"
"169","1230","Mitglied","1946-02-26","1946-06-30"
"2","1231","Mitglied","1966-12-02","1970-12-02"
"10","1231","Mitglied","1970-10-01","1970-12-02"
"39","1231","Mitglied","1966-12-02","1970-12-02"
"220","1231","stv. Mitglied","1968-03-12","1969-09-12"
"42","1232","Mitglied","1970-12-03","1971-01-26"
"51","1232","Mitglied","1970-12-03","1974-11-11"
"51","1232","Mitglied","1974-11-19","1978-10-29"
"128","1232","Mitglied","1977-01-27","1978-10-29"
"172","1232","Mitglied","1974-11-19","1978-04-25"
"227","1232","stv. Mitglied","1971-03-30","1974-11-11"
"10","1233","Mitglied","1982-07-23","1982-10-19"
"10","1233","Mitglied","1994-07-21","1994-10-14"
"10","1233","stv. Mitglied","1990-07-20","1990-10-23"
"39","1233","Mitglied","1988-10-27","1990-10-23"
"51","1233","Mitglied","1978-11-16","1982-10-19"
"51","1233","Mitglied","1982-10-27","1986-10-21"
"51","1233","Mitglied","1986-11-12","1990-10-23"
"51","1233","Mitglied","1990-10-30","1993-07-15"
"60","1233","Mitglied","1994-11-10","1998-09-27"
"60","1233","Mitglied","1998-10-28","1999-09-13"
"60","1233","Mitglied","2003-11-04","2008-10-19"
"60","1233","Mitglied","2008-12-04","2013-10-06"
"64","1233","Mitglied","1994-11-10","1998-09-27"
"64","1233","Mitglied","1998-11-11","1999-09-13"
"64","1233","stv. Mitglied","1986-10-22","1990-10-23"
"73","1233","Mitglied","1982-10-27","1986-10-21"
"73","1233","Mitglied","1986-11-12","1990-10-23"
"81","1233","Mitglied","1994-05-23","1994-05-23"
"81","1233","Mitglied","1999-03-25","1999-03-25"
"87","1233","Vorsitzender","2009-01-07","2013-10-06"
"93","1233","Mitglied","1982-07-23","1982-10-19"
"96","1233","Vorsitzender","1989-05-11","1989-10-12"
"97","1233","Vorsitzender","1989-12-13","1990-07-19"
"113","1233","Mitglied","1991-06-13","1994-10-14"
"113","1233","Mitglied","1994-11-24","1998-09-27"
"113","1233","Mitglied","1998-11-26","1999-09-13"
"121","1233","Vorsitzender","1991-10-23","1994-07-13"
"132","1233","Mitglied","1988-10-25","1990-10-23"
"132","1233","Mitglied","1990-11-19","1994-10-14"
"132","1233","Vorsitzender","1994-11-24","1998-09-27"
"148","1233","Stv. Fraktionsvorsitzender","1998-10-27","1999-09-13"
"170","1233","Mitglied","1980-02-28","1982-03-04"
"224","1233","Vorsitzender","1990-11-19","1993-07-12"
"257","1233","Vorsitzender","1995-10-26","1997-10-17"
"7","1234","Mitglied","1966-12-02","1970-12-02"
"7","1234","Mitglied","1973-05-08","1974-11-11"
"9","1234","Mitglied","1972-12-12","1974-11-11"
"35","1234","Mitglied","1970-12-03","1974-11-11"
"74","1234","Mitglied","1966-12-02","1970-12-02"
"10","1235","Mitglied","1994-07-21","1994-10-14"
"43","1235","Mitglied","1986-11-12","1990-10-23"
"44","1235","Mitglied","1990-10-30","1994-10-14"
"53","1235","Vorsitzender","1991-12-12","1993-03-18"
"54","1235","Mitglied","1993-05-05","1994-05-03"
"54","1235","Vorsitzender","1994-05-04","1994-07-20"
"56","1235","Vorsitzender","1994-02-24","1994-07-14"
"64","1235","Mitglied","1993-07-15","1994-10-14"
"64","1235","Mitglied","1994-11-10","1998-09-27"
"64","1235","Mitglied","1998-11-11","2003-10-05"
"64","1235","Mitglied","2003-11-04","2008-10-19"
"73","1235","Mitglied","1986-11-12","1990-10-23"
"73","1235","Mitglied","1990-10-30","1993-07-14"
"73","1235","Vorsitzender","1993-07-15","1994-10-14"
"88","1235","Mitglied","1986-11-12","1990-10-23"
"88","1235","Mitglied","1990-10-30","1994-10-14"
"95","1235","Mitglied","1986-12-10","1990-10-23"
"113","1235","Mitglied","1991-06-13","1994-10-14"
"113","1235","Mitglied","1994-11-24","1998-09-27"
"113","1235","Mitglied","1998-11-26","2003-10-05"
"113","1235","Mitglied","2003-12-10","2008-05-06"
"113","1235","Mitglied","2008-05-07","2008-10-19"
"119","1235","Mitglied","1989-02-02","1990-07-20"
"120","1235","stv. Mitglied","1990-06-01","1990-07-12"
"132","1235","stv. Mitglied","1994-11-24","1998-09-27"
"132","1235","stv. Mitglied","1998-11-26","2003-10-05"
"149","1235","Vorsitzender","1999-07-08","2002-03-20"
"174","1235","Mitglied","1989-10-12","1990-07-19"
"240","1235","Vorsitzender","2008-04-03","2008-07-16"
"243","1235","Stellvertr. Vorsitzender","1994-11-10","1998-09-27"
"243","1235","Stellvertr. Vorsitzender","1998-10-28","2003-10-05"
"243","1235","Stellvertr. Vorsitzender","2003-11-04","2008-10-19"
"262","1235","Vorsitzender","2002-03-20","2003-06-25"
"8","1236","Mitglied","1966-12-02","1970-12-02"
"8","1236","Mitglied","1972-12-07","1974-11-11"
"22","1236","stv. Mitglied","1974-10-29","1974-11-11"
"33","1236","Mitglied","1966-12-02","1970-12-02"
"2","1237","Mitglied","1966-12-02","1970-12-02"
"2","1237","Mitglied","1970-12-03","1974-11-11"
"2","1237","Mitglied","1974-11-19","1978-10-29"
"2","1237","Vorsitzender","1977-06-16","1978-10-29"
"2","1237","Vorsitzender","1978-11-07","1982-10-19"
"2","1237","Vorsitzender","1982-10-27","1986-10-21"
"2","1237","Vorsitzender","1986-11-12","1990-10-23"
"2","1237","Vorsitzender","1990-10-30","1994-10-14"
"10","1237","Mitglied","1978-09-20","1978-10-29"
"10","1237","Mitglied","1986-07-24","1986-10-21"
"13","1237","Mitglied","1978-12-13","1982-10-19"
"13","1237","stv. Mitglied","1977-09-01","1978-10-29"
"22","1237","Mitglied","1974-10-29","1974-11-11"
"22","1237","stv. Mitglied","1990-07-20","1990-10-23"
"42","1237","Mitglied","1966-12-02","1970-12-02"
"51","1237","Mitglied","1962-12-07","1966-12-01"
"64","1237","stv. Mitglied","1974-11-19","1978-10-29"
"89","1237","Mitglied","1974-11-12","1978-10-29"
"4","1239","Mitglied","2011-06-09","2013-10-06"
"15","1239","Mitglied","2013-11-06","2013-11-06"
"151","1239","Mitglied","2008-12-04","2011-06-08"
"7","1240","Mitglied","1991-01-14","1994-10-14"
"22","1240","Mitglied","1994-07-21","1994-10-14"
"23","1240","Mitglied","1990-10-30","1993-07-15"
"51","1240","Mitglied","1993-07-15","1994-10-14"
"93","1240","Mitglied","1990-10-30","1994-10-14"
"95","1240","stv. Mitglied","1990-11-19","1994-10-14"
"121","1240","Mitglied","1991-10-23","1994-07-13"
"193","1240","1.stv.Mitglied","1991-06-13","1993-07-13"
"2","1241","Mitglied","1979-04-05","1982-10-19"
"2","1241","Mitglied","1982-10-20","1986-10-21"
"2","1241","Mitglied","1986-11-12","1990-10-23"
"7","1241","Mitglied","1977-06-07","1978-10-29"
"7","1241","Mitglied","1978-10-30","1982-10-19"
"7","1241","Mitglied","1982-10-20","1986-10-21"
"22","1241","Mitglied","1990-07-20","1990-10-23"
"23","1241","Mitglied","1978-10-30","1979-04-05"
"81","1241","Mitglied","1994-05-23","1994-05-23"
"93","1241","Mitglied","1977-06-07","1978-10-29"
"95","1241","stv. Mitglied","1986-12-10","1990-10-23"
"170","1241","Mitglied","1980-02-28","1982-03-04"
"2","1242","Mitglied","1962-12-07","1966-12-01"
"7","1242","Mitglied","1958-12-04","1962-12-06"
"8","1242","Mitglied","1955-01-13","1958-12-03"
"8","1242","Mitglied","1958-12-04","1962-12-06"
"9","1242","Mitglied","1957-10-24","1958-12-03"
"10","1242","stv. Mitglied","1966-11-09","1966-12-01"
"71","1242","Mitglied","1955-01-13","1957-04-01"
"278","1242","Mitglied","1958-12-04","1962-12-06"
"295","1242","Mitglied","1956-10-19","1958-12-03"
"6","1243","Mitglied","1998-10-28","2003-10-05"
"43","1243","Mitglied","1998-10-28","2003-10-05"
"43","1243","Stellvertr. Vorsitzender","2003-11-04","2008-10-19"
"43","1243","Vorsitzender","2008-12-04","2013-10-06"
"7","1244","Mitglied","1978-10-30","1982-10-19"
"23","1244","Mitglied","1978-10-30","1986-10-21"
"5","1245","5. Schriftführerin","1994-10-20","1998-09-27"
"10","1245","stv. Mitglied","1994-07-21","1994-10-14"
"43","1245","Mitglied","2011-06-09","2013-10-06"
"43","1245","Stellvertr. Vorsitzende","2013-11-06","2013-11-06"
"46","1245","Mitglied","1991-08-18","1994-10-14"
"46","1245","Mitglied","1994-11-10","1998-09-27"
"59","1245","Mitglied","1992-10-06","1994-10-14"
"63","1245","Stv. Fraktionsvorsitzende","1998-09-29","2011-06-08"
"64","1245","2.stv.Mitglied","1992-09-24","1994-10-14"
"64","1245","Mitglied","1998-11-11","2003-10-05"
"64","1245","Mitglied","2003-11-04","2008-10-19"
"64","1245","Mitglied","2008-11-14","2011-06-28"
"113","1245","2.stv.Mitglied","1998-11-26","2003-10-05"
"147","1245","stv. Mitglied","1992-10-06","1994-07-15"
"195","1245","Mitglied","1994-11-10","1998-09-27"
"11","1246","Mitglied","1970-12-03","1972-12-07"
"14","1246","Mitglied","1972-05-01","1972-12-07"
"2","1247","Mitglied","1973-03-21","1974-11-11"
"5","1247","4.Schriftführerin","1966-12-02","1970-12-02"
"10","1247","Mitglied","1978-09-20","1978-10-29"
"10","1247","stv. Mitglied","1970-10-01","1970-12-02"
"35","1247","Mitglied","1970-12-03","1974-11-11"
"35","1247","stv.Vorsitzende","1974-11-19","1978-10-29"
"73","1247","Mitglied","1970-12-03","1974-11-11"
"74","1247","Mitglied","1962-12-07","1966-12-01"
"74","1247","Mitglied","1966-12-02","1970-12-02"
"146","1247","Mitglied","1963-02-12","1966-12-01"
"146","1247","Mitglied","1967-04-11","1970-12-02"
"146","1247","Mitglied","1971-01-26","1974-11-11"
"146","1247","Mitglied","1975-02-25","1978-10-29"
"222","1247","stv. Mitglied","1970-04-28","1970-10-01"
"48","1248","Mitglied","2013-11-06","2013-11-06"
"86","1248","Mitglied","2013-11-06","2013-11-06"
"270","1248","Mitglied","2014-07-01","2014-07-01"
"43","1249","Mitglied","2013-11-06","2013-11-06"
"108","1249","Mitglied","2013-11-06","2014-10-26"
"10","1250","stv. Mitglied","1978-09-20","1978-10-29"
"10","1250","stv. Mitglied","1986-07-24","1986-10-21"
"11","1250","Mitglied","1970-12-03","1974-11-11"
"22","1250","Mitglied","1990-07-20","1990-10-23"
"30","1250","Stellvertreter","1974-11-19","1978-10-29"
"30","1250","stv. Mitglied","1978-12-13","1982-10-19"
"30","1250","stv. Mitglied","1982-12-16","1986-10-21"
"30","1250","stv. Mitglied","1986-12-10","1990-10-23"
"40","1250","Mitglied","1986-11-12","1990-10-23"
"51","1250","Mitglied","1974-11-19","1978-10-29"
"51","1250","Mitglied","1978-10-30","1982-10-19"
"51","1250","Mitglied","1982-10-20","1986-10-21"
"51","1250","Mitglied","1986-11-12","1990-10-23"
"133","1250","stv. Mitglied","1983-02-09","1985-03-28"
"134","1250","stv. Mitglied","1983-02-09","1985-03-28"
"265","1250","Mitglied","1970-10-25","1982-10-19"
"265","1250","Mitglied","1982-10-20","1986-10-21"
"10","1251","stv. Mitglied","1966-11-09","1966-12-01"
"39","1251","Mitglied","1962-12-07","1966-12-01"
"73","1251","Mitglied","1962-12-07","1966-12-01"
"7","1252","Mitglied","1967-07-10","1970-12-02"
"8","1252","Mitglied","1967-07-10","1974-11-11"
"8","1252","Mitglied","1974-11-19","1978-10-29"
"10","1252","Mitglied","1978-09-20","1978-10-29"
"130","1252","Mitglied","1971-01-26","1974-11-11"
"130","1252","Mitglied","1974-11-19","1978-10-29"
